time_pos,byte_pos,size,type,is_normal,has_blur,has_move,has_overexposure,has_block
0.0,0.0,0.4370671391702939,I,1,0,0,0,0
0.04,113467.0,0.0113554947806324,P,1,0,0,0,0
0.08,116415.0,0.0135703555332999,P,1,0,0,0,0
0.12,119938.0,0.0088478872154385,P,1,0,0,0,0
0.16,122235.0,0.0079157197334463,P,1,0,0,0,0
0.2,124290.0,0.0070490350910981,P,1,0,0,0,0
0.24,126120.0,0.0067062131659027,P,1,0,0,0,0
0.28,127861.0,0.0079118678017025,P,1,0,0,0,0
0.32,129915.0,0.0086398829012749,P,1,0,0,0,0
0.36,132158.0,0.0086629944917376,P,1,0,0,0,0
0.4,134407.0,0.0053503331920958,P,1,0,0,0,0
0.44,135796.0,0.0084126189283925,P,1,0,0,0,0
0.48,137980.0,0.0100188744655444,P,1,0,0,0,0
0.52,140581.0,0.0089711490312391,P,1,0,0,0,0
0.56,142910.0,0.0052386271715265,P,1,0,0,0,0
0.6,144270.0,0.0111937136473941,P,1,0,0,0,0
0.64,147176.0,0.0047340241130927,P,1,0,0,0,0
0.68,148405.0,0.01112823080775,P,1,0,0,0,0
0.72,151294.0,0.0044643888910288,P,1,0,0,0,0
0.76,152453.0,0.0114017179615577,P,1,0,0,0,0
0.8,155413.0,0.0046492816147297,P,1,0,0,0,0
0.84,156620.0,0.0106351835445475,P,1,0,0,0,0
0.88,159381.0,0.0085744000616309,P,1,0,0,0,0
0.92,161607.0,0.008254689726898,P,1,0,0,0,0
0.96,163750.0,0.0085512884711682,P,1,0,0,0,0
1.0,220323.0,0.0004776395362274,B,1,0,0,0,0
1.04,216529.0,0.0146142290358614,B,1,0,0,0,0
1.08,220447.0,0.0023997534763683,B,1,0,0,0,0
1.12,165970.0,0.1947498170332421,P,1,0,0,0,0
1.16,221070.0,0.0275682754901583,P,1,0,0,0,0
1.2,228227.0,0.0261430607449636,P,1,0,0,0,0
1.24,235014.0,0.0249951850853202,P,1,0,0,0,0
1.28,241503.0,0.0245714725935056,P,1,0,0,0,0
1.32,247882.0,0.0236662686337198,P,1,0,0,0,0
1.36,254026.0,0.022926697738916,P,1,0,0,0,0
1.4,259978.0,0.0222872770694503,P,1,0,0,0,0
1.44,265764.0,0.0226724702438272,P,1,0,0,0,0
1.48,271650.0,0.0229921805785601,P,1,0,0,0,0
1.52,277619.0,0.0349986518238896,P,1,0,0,0,0
1.56,286705.0,0.020453757559416,P,1,0,0,0,0
1.6,292015.0,0.0208851739147182,P,1,0,0,0,0
1.64,297437.0,0.0202919764261777,P,1,0,0,0,0
1.68,302705.0,0.0203227918801278,P,1,0,0,0,0
1.72,307981.0,0.0221023843457493,P,1,0,0,0,0
1.76,313719.0,0.0224028350217634,P,1,0,0,0,0
1.8,319535.0,0.0218789723046107,P,1,0,0,0,0
1.84,325215.0,0.0202496051769962,P,1,0,0,0,0
1.88,330472.0,0.0206078348291668,P,1,0,0,0,0
1.92,335822.0,0.0296367628365625,P,1,0,0,0,0
1.96,343516.0,0.0239166441970648,P,1,0,0,0,0
2.0,349725.0,0.0226917299025461,P,1,0,0,0,0
2.04,398668.0,0.0034128115249797,B,1,0,0,0,0
2.08,355616.0,0.1658333654327645,P,1,0,0,0,0
2.12,399554.0,0.0233735218211933,P,1,0,0,0,0
2.16,405622.0,0.0183852702130118,P,1,0,0,0,0
2.2,410395.0,0.020939100959131,P,1,0,0,0,0
2.24,415831.0,0.0204961288085975,P,1,0,0,0,0
2.28,421152.0,0.0188475020222641,P,1,0,0,0,0
2.32,426045.0,0.0220869766187743,P,1,0,0,0,0
2.36,431779.0,0.0183236393051115,P,1,0,0,0,0
2.4,436536.0,0.0195292939409113,P,1,0,0,0,0
2.44,441606.0,0.0207734678941489,P,1,0,0,0,0
2.48,446999.0,0.0197912252994876,P,1,0,0,0,0
2.52,452137.0,0.0183660105542929,P,1,0,0,0,0
2.56,456905.0,0.018966911906321,P,1,0,0,0,0
2.6,461829.0,0.0208273949385616,P,1,0,0,0,0
2.64,467236.0,0.02025345710874,P,1,0,0,0,0
2.68,472494.0,0.0202341974500211,P,1,0,0,0,0
2.72,477747.0,0.0135626516698124,P,1,0,0,0,0
2.76,481268.0,0.016644197064828,P,1,0,0,0,0
2.8,485589.0,0.0177843688609837,P,1,0,0,0,0
2.84,490206.0,0.0167520511536535,P,1,0,0,0,0
2.88,494555.0,0.0235584145448942,P,1,0,0,0,0
2.92,500671.0,0.0191094333808404,P,1,0,0,0,0
2.96,505632.0,0.0192635106505912,P,1,0,0,0,0
3.0,510633.0,0.0193944763298794,P,1,0,0,0,0
3.04,553575.0,0.0025846462000693,B,1,0,0,0,0
3.08,515668.0,0.1460151766110704,P,1,0,0,0,0
3.12,554246.0,0.0248873309964947,P,1,0,0,0,0
3.16,560707.0,0.0230538114864604,P,1,0,0,0,0
3.2,566692.0,0.0219020838950733,P,1,0,0,0,0
3.24,572378.0,0.0238319016987018,P,1,0,0,0,0
3.28,578565.0,0.0225607642232579,P,1,0,0,0,0
3.32,584422.0,0.0223450560456068,P,1,0,0,0,0
3.36,590223.0,0.0221216440044682,P,1,0,0,0,0
3.4,595966.0,0.0231424059165671,P,1,0,0,0,0
3.44,601974.0,0.0163745618427641,P,1,0,0,0,0
3.48,606225.0,0.0201224914294518,P,1,0,0,0,0
3.52,611449.0,0.0206733176688109,P,1,0,0,0,0
3.56,616816.0,0.0195755171218366,P,1,0,0,0,0
3.6,621898.0,0.0212511074303763,P,1,0,0,0,0
3.64,627415.0,0.0198798197295943,P,1,0,0,0,0
3.68,632576.0,0.020053156658064,P,1,0,0,0,0
3.72,637782.0,0.0192211394014098,P,1,0,0,0,0
3.76,642772.0,0.0204344979006972,P,1,0,0,0,0
3.8,648077.0,0.0193251415584915,P,1,0,0,0,0
3.84,653094.0,0.0189553561110897,P,1,0,0,0,0
3.88,658015.0,0.0201109356342205,P,1,0,0,0,0
3.92,663236.0,0.0193097338315165,P,1,0,0,0,0
3.96,668249.0,0.0196795192789183,P,1,0,0,0,0
4.0,673358.0,0.0197026308693809,P,1,0,0,0,0
4.04,714400.0,0.0035206656138053,B,1,0,0,0,0
4.08,678473.0,0.1383883517584068,P,1,0,0,0,0
4.12,715314.0,0.0256538654135048,P,1,0,0,0,0
4.16,721974.0,0.0193405492854666,P,1,0,0,0,0
4.2,726995.0,0.0220446053695928,P,1,0,0,0,0
4.24,732718.0,0.0211779207272447,P,1,0,0,0,0
4.28,738216.0,0.0208813219829744,P,1,0,0,0,0
4.32,743637.0,0.0212549593621201,P,1,0,0,0,0
4.36,749155.0,0.0234390046608374,P,1,0,0,0,0
4.4,755240.0,0.0171796155772119,P,1,0,0,0,0
4.44,759700.0,0.0187126844112322,P,1,0,0,0,0
4.48,764558.0,0.0212819228843264,P,1,0,0,0,0
4.52,770083.0,0.0200570085898077,P,1,0,0,0,0
4.56,775290.0,0.0205307961942914,P,1,0,0,0,0
4.6,780620.0,0.0192827703093101,P,1,0,0,0,0
4.64,785626.0,0.0201841223373521,P,1,0,0,0,0
4.68,790866.0,0.0192057316744347,P,1,0,0,0,0
4.72,795852.0,0.0196294441662493,P,1,0,0,0,0
4.76,800948.0,0.0186549054350756,P,1,0,0,0,0
4.8,805791.0,0.0190054312237587,P,1,0,0,0,0
4.84,810725.0,0.0186048303224066,P,1,0,0,0,0
4.88,815555.0,0.0190940256538654,P,1,0,0,0,0
4.92,820512.0,0.0189245406571395,P,1,0,0,0,0
4.96,825425.0,0.0199953776819074,P,1,0,0,0,0
5.0,830616.0,0.0183852702130118,P,1,0,0,0,0
5.04,871094.0,0.0030815453950156,B,1,0,0,0,0
5.08,835389.0,0.13753322291129,P,1,0,0,0,0
5.12,871894.0,0.0258272023419745,P,1,0,0,0,0
5.16,878599.0,0.023126998189592,P,1,0,0,0,0
5.2,884603.0,0.0221216440044682,P,1,0,0,0,0
5.24,890346.0,0.0222333500250375,P,1,0,0,0,0
5.28,896118.0,0.0230692192134355,P,1,0,0,0,0
5.32,902107.0,0.0229151419436847,P,1,0,0,0,0
5.36,908056.0,0.023126998189592,P,1,0,0,0,0
5.4,914060.0,0.0170679095566426,P,1,0,0,0,0
5.44,918491.0,0.0200724163167828,P,1,0,0,0,0
5.48,923702.0,0.0197257424598436,P,1,0,0,0,0
5.52,928823.0,0.0198605600708755,P,1,0,0,0,0
5.56,933979.0,0.020003081545395,P,1,0,0,0,0
5.6,939172.0,0.0194638111012672,P,1,0,0,0,0
5.64,944225.0,0.0183428989638303,P,1,0,0,0,0
5.68,948987.0,0.0191941758792034,P,1,0,0,0,0
5.72,953970.0,0.0183120835098802,P,1,0,0,0,0
5.76,958724.0,0.018731944069951,P,1,0,0,0,0
5.8,963587.0,0.0251762258772774,P,1,0,0,0,0
5.84,970123.0,0.0207349485767112,P,1,0,0,0,0
5.88,975506.0,0.0218520087824043,P,1,0,0,0,0
5.92,981179.0,0.0212048842494511,P,1,0,0,0,0
5.96,986684.0,0.0219483070759986,P,1,0,0,0,0
6.0,992382.0,0.0201764184738646,P,1,0,0,0,0
6.04,1031691.0,0.0031585840298909,B,1,0,0,0,0
6.08,997620.0,0.1312391664419706,P,1,0,0,0,0
6.12,1032511.0,0.0254805284850352,P,1,0,0,0,0
6.16,1039126.0,0.019467663033011,P,1,0,0,0,0
6.2,1044180.0,0.0232656677323677,P,1,0,0,0,0
6.24,1050220.0,0.0208273949385616,P,1,0,0,0,0
6.28,1055627.0,0.0213782211779207,P,1,0,0,0,0
6.32,1061177.0,0.017680366703902,P,1,0,0,0,0
6.36,1065767.0,0.0207272447132236,P,1,0,0,0,0
6.4,1071148.0,0.0199799699549323,P,1,0,0,0,0
6.44,1076335.0,0.0212588112938638,P,1,0,0,0,0
6.48,1081854.0,0.0204730172181348,P,1,0,0,0,0
6.52,1087169.0,0.0197604098455375,P,1,0,0,0,0
6.56,1092299.0,0.0190940256538654,P,1,0,0,0,0
6.6,1097256.0,0.0205307961942914,P,1,0,0,0,0
6.64,1102586.0,0.0191402488347906,P,1,0,0,0,0
6.68,1107555.0,0.0189977273602711,P,1,0,0,0,0
6.72,1112487.0,0.0194869226917299,P,1,0,0,0,0
6.76,1117546.0,0.0205230923308038,P,1,0,0,0,0
6.8,1122874.0,0.0210585108431878,P,1,0,0,0,0
6.84,1128341.0,0.0198721158661068,P,1,0,0,0,0
6.88,1133500.0,0.0195870729170679,P,1,0,0,0,0
6.92,1138585.0,0.0199876738184199,P,1,0,0,0,0
6.96,1143774.0,0.0195716651900928,P,1,0,0,0,0
7.0,1148855.0,0.0194946265552174,P,1,0,0,0,0
7.04,1190231.0,0.0034282192519548,B,1,0,0,0,0
7.08,1188784.0,0.0055737452332344,B,1,0,0,0,0
7.12,1191121.0,0.0014829937213512,B,1,0,0,0,0
7.16,1153916.0,0.1343091560417549,P,1,0,0,0,0
7.2,1191506.0,0.0273602711759947,P,1,0,0,0,0
7.24,1198609.0,0.023512191363969,P,1,0,0,0,0
7.28,1204713.0,0.0242440583952852,P,1,0,0,0,0
7.32,1211007.0,0.0220022341204113,P,1,0,0,0,0
7.36,1216719.0,0.0184623088478872,P,1,0,0,0,0
7.4,1221512.0,0.0205192403990601,P,1,0,0,0,0
7.44,1226839.0,0.0206848734640422,P,1,0,0,0,0
7.48,1232209.0,0.0207734678941489,P,1,0,0,0,0
7.52,1237602.0,0.0189052809984207,P,1,0,0,0,0
7.56,1242510.0,0.0201147875659643,P,1,0,0,0,0
7.6,1247732.0,0.0218134894649666,P,1,0,0,0,0
7.64,1253395.0,0.0210508069797003,P,1,0,0,0,0
7.68,1258860.0,0.0206386502831169,P,1,0,0,0,0
7.72,1264218.0,0.0203497554023342,P,1,0,0,0,0
7.76,1269501.0,0.0202688648357151,P,1,0,0,0,0
7.8,1274763.0,0.02075420823543,P,1,0,0,0,0
7.84,1280151.0,0.0204383498324409,P,1,0,0,0,0
7.88,1285457.0,0.0202804206309464,P,1,0,0,0,0
7.92,1290722.0,0.0191864720157158,P,1,0,0,0,0
7.96,1295703.0,0.019868263934363,P,1,0,0,0,0
8.0,1300861.0,0.0193559570124417,P,1,0,0,0,0
8.04,1339630.0,0.0038673394707445,B,1,0,0,0,0
8.08,1305886.0,0.129979584761758,P,1,0,0,0,0
8.12,1340634.0,0.0240399060128654,P,1,0,0,0,0
8.16,1346875.0,0.0226069874041832,P,1,0,0,0,0
8.2,1352744.0,0.0235507106814067,P,1,0,0,0,0
8.24,1358858.0,0.0236200454527945,P,1,0,0,0,0
8.28,1364990.0,0.0228458071722969,P,1,0,0,0,0
8.32,1370921.0,0.0236739724972073,P,1,0,0,0,0
8.36,1377067.0,0.0182427487384923,P,1,0,0,0,0
8.4,1381803.0,0.0213666653826894,P,1,0,0,0,0
8.44,1387350.0,0.0198066330264627,P,1,0,0,0,0
8.48,1392492.0,0.0212241439081699,P,1,0,0,0,0
8.52,1398002.0,0.0212588112938638,P,1,0,0,0,0
8.56,1403521.0,0.0195909248488116,P,1,0,0,0,0
8.6,1408607.0,0.0197488540503062,P,1,0,0,0,0
8.64,1413734.0,0.0200762682485266,P,1,0,0,0,0
8.68,1418946.0,0.0195138862139362,P,1,0,0,0,0
8.72,1424012.0,0.0192750664458225,P,1,0,0,0,0
8.76,1429016.0,0.019367512807673,P,1,0,0,0,0
8.8,1434044.0,0.0200570085898077,P,1,0,0,0,0
8.84,1439251.0,0.0186125341858942,P,1,0,0,0,0
8.88,1444083.0,0.0188590578174954,P,1,0,0,0,0
8.92,1448979.0,0.0199298948422633,P,1,0,0,0,0
8.96,1454153.0,0.0198066330264627,P,1,0,0,0,0
9.0,1459295.0,0.0190208389507337,P,1,0,0,0,0
9.04,1497961.0,0.0026039058587881,B,1,0,0,0,0
9.08,1464233.0,0.1299179538538577,P,1,0,0,0,0
9.12,1498637.0,0.0217364508300912,P,1,0,0,0,0
9.16,1504280.0,0.0216632641269596,P,1,0,0,0,0
9.2,1509904.0,0.0207118369862486,P,1,0,0,0,0
9.24,1515281.0,0.0212279958399137,P,1,0,0,0,0
9.28,1520792.0,0.0236508609067447,P,1,0,0,0,0
9.32,1526932.0,0.0223912792265321,P,1,0,0,0,0
9.36,1532745.0,0.0226455067216208,P,1,0,0,0,0
9.4,1538624.0,0.0216054851508031,P,1,0,0,0,0
9.44,1544233.0,0.0228804745579908,P,1,0,0,0,0
9.48,1550173.0,0.0215515581063903,P,1,0,0,0,0
9.52,1555768.0,0.0165787142251839,P,1,0,0,0,0
9.56,1560072.0,0.0188089827048264,P,1,0,0,0,0
9.6,1564955.0,0.0191980278109471,P,1,0,0,0,0
9.64,1569939.0,0.0189129848619082,P,1,0,0,0,0
9.68,1574849.0,0.0195716651900928,P,1,0,0,0,0
9.72,1579930.0,0.0199414506374947,P,1,0,0,0,0
9.76,1585107.0,0.0196371480297369,P,1,0,0,0,0
9.8,1590205.0,0.0196101845075305,P,1,0,0,0,0
9.84,1595296.0,0.0193251415584915,P,1,0,0,0,0
9.88,1600313.0,0.0193251415584915,P,1,0,0,0,0
9.92,1605330.0,0.0195408497361426,P,1,0,0,0,0
9.96,1610403.0,0.0194715149647548,P,1,0,0,0,0
10.0,1615458.0,0.4547166904202457,I,1,0,0,0,0
10.04,1767429.0,0.0031662878933785,B,1,0,0,0,0
10.08,1733507.0,0.130665228612149,P,1,0,0,0,0
10.12,1768251.0,0.0237317514733638,P,1,0,0,0,0
10.16,1774412.0,0.022175571048881,P,1,0,0,0,0
10.2,1780169.0,0.022075420823543,P,1,0,0,0,0
10.24,1785900.0,0.0222564616155001,P,1,0,0,0,0
10.28,1791678.0,0.0221370517314433,P,1,0,0,0,0
10.32,1797425.0,0.0231000346673856,P,1,0,0,0,0
10.36,1803422.0,0.0216671160587034,P,1,0,0,0,0
10.4,1809047.0,0.0168714610377104,P,1,0,0,0,0
10.44,1813427.0,0.0196024806440429,P,1,0,0,0,0
10.48,1818516.0,0.0214013327683833,P,1,0,0,0,0
10.52,1824072.0,0.019868263934363,P,1,0,0,0,0
10.56,1829230.0,0.0198644120026193,P,1,0,0,0,0
10.6,1834387.0,0.0204845730133662,P,1,0,0,0,0
10.64,1839705.0,0.0195061823504487,P,1,0,0,0,0
10.68,1853345.0,0.0016293671276144,B,1,0,0,0,0
10.72,1844769.0,0.0330341666345672,P,1,0,0,0,0
10.76,1853768.0,0.0200416008628327,P,1,0,0,0,0
10.8,1858971.0,0.0209891760718,P,1,0,0,0,0
10.84,1864420.0,0.0198104849582065,P,1,0,0,0,0
10.88,1869563.0,0.0196718154154308,P,1,0,0,0,0
10.92,1874670.0,0.0247024382727938,P,1,0,0,0,0
