time_pos,byte_pos,size,type,is_normal,has_blur,has_move,has_overexposure,has_block
0.0,0.0,0.8511277128942267,I,0,0,1,0,0
0.04,36001.0,0.045888694500922,P,0,0,1,0,0
0.08,37942.0,0.0344933566598893,P,0,0,1,0,0
0.12,39401.0,0.0295049411319684,P,0,0,1,0,0
0.16,40649.0,0.0274717480731949,P,0,0,1,0,0
0.2,41811.0,0.027613598751714,P,0,0,1,0,0
0.24,42979.0,0.0260768830677573,P,0,0,1,0,0
0.28,44082.0,0.0237127050924393,P,0,0,1,0,0
0.32,45085.0,0.0239964064494775,P,0,0,1,0,0
0.36,46100.0,0.0256040474726937,P,0,0,1,0,0
0.4,47183.0,0.0231216605986098,P,0,0,1,0,0
0.44,48161.0,0.0259350323892382,P,0,0,1,0,0
0.48,49258.0,0.0232635112771289,P,0,0,1,0,0
0.52,50242.0,0.0184878717669866,P,0,0,1,0,0
0.56,51024.0,0.0203555723674878,P,0,0,1,0,0
0.6,51885.0,0.0198118114331646,P,0,0,1,0,0
0.64,52723.0,0.0180623197314293,P,0,0,1,0,0
0.68,53487.0,0.0199063785521774,P,0,0,1,0,0
0.72,54329.0,0.0201900799092155,P,0,0,1,0,0
0.76,55183.0,0.0171402903210553,P,0,0,1,0,0
0.8,55908.0,0.0178022601541444,P,0,0,1,0,0
0.84,56661.0,0.0188424984632843,P,0,0,1,0,0
0.88,57458.0,0.0181332450706889,P,0,0,1,0,0
0.92,58225.0,0.0225778996642867,P,0,0,1,0,0
0.96,59180.0,0.0166438129462385,P,0,0,1,0,0
1.0,59884.0,0.0171166485413021,P,0,0,1,0,0
1.04,60608.0,0.0194335429571138,P,0,0,1,0,0
1.08,61430.0,0.0176131259161189,P,0,0,1,0,0
1.12,62175.0,0.0187715731240247,P,0,0,1,0,0
1.16,62969.0,0.0162655444701877,P,0,0,1,0,0
1.2,63657.0,0.0162655444701877,P,0,0,1,0,0
1.24,64345.0,0.0155090075180859,P,0,0,1,0,0
1.28,65001.0,0.8521915929831198,I,0,0,1,0,0
1.32,101047.0,0.0435008747458508,P,0,0,1,0,0
1.36,102887.0,0.0335949690292685,P,0,0,1,0,0
1.4,104308.0,0.0294812993522152,P,0,0,1,0,0
1.44,105555.0,0.0323419547023499,P,0,0,1,0,0
1.48,106923.0,0.024587450943307,P,0,0,1,0,0
1.52,107963.0,0.0250130029788642,P,0,0,1,0,0
1.56,109021.0,0.0217740791526786,P,0,0,1,0,0
1.6,109942.0,0.0211121093195895,P,0,0,1,0,0
1.64,110835.0,0.0184878717669866,P,0,0,1,0,0
1.68,111617.0,0.018015036171923,P,0,0,1,0,0
1.72,112379.0,0.0246583762825665,P,0,0,1,0,0
1.76,113422.0,0.0186297224455056,P,0,0,1,0,0
1.8,114210.0,0.0190789162608161,P,0,0,1,0,0
1.84,115017.0,0.0310416568159251,P,0,0,1,0,0
1.88,116330.0,0.0202137216889687,P,0,0,1,0,0
1.92,117185.0,0.021301243557615,P,0,0,1,0,0
1.96,118086.0,0.0191025580405692,P,0,0,1,0,0
2.0,118894.0,0.0190789162608161,P,0,0,1,0,0
2.04,119701.0,0.0187952149037779,P,0,0,1,0,0
2.08,120496.0,0.0201664381294623,P,0,0,1,0,0
2.12,121349.0,0.0199063785521774,P,0,0,1,0,0
2.16,122191.0,0.0165256040474726,P,0,0,1,0,0
2.2,122890.0,0.0187715731240247,P,0,0,1,0,0
2.24,123684.0,0.0222469147477422,P,0,0,1,0,0
2.28,124625.0,0.0182514539694548,P,0,0,1,0,0
2.32,125397.0,0.0181568868504421,P,0,0,1,0,0
2.36,126165.0,0.0179441108326634,P,0,0,1,0,0
2.4,126924.0,0.0163364698094472,P,0,0,1,0,0
2.44,127615.0,0.019599035415386,P,0,0,1,0,0
2.48,128444.0,0.0161236937916686,P,0,0,1,0,0
2.52,129126.0,0.0165965293867322,P,0,0,1,0,0
2.56,129828.0,0.8503948177218781,I,0,0,1,0,0
2.6,165798.0,0.0417750248238687,P,0,0,1,0,0
2.64,167565.0,0.0332876258924771,P,0,0,1,0,0
2.68,168973.0,0.0331694169937112,P,0,0,1,0,0
2.72,170376.0,0.0259823159487446,P,0,0,1,0,0
2.76,171475.0,0.0253676296751619,P,0,0,1,0,0
2.8,172548.0,0.0296467918104874,P,0,0,1,0,0
