time_pos,byte_pos,size,type
0.0,0,0.4370671391702939,I
0.04,113467,0.011355494780632486,P
0.08,116415,0.01357035553329995,P
0.12,119938,0.008847887215438542,P
0.16,122235,0.007915719733446323,P
0.2,124290,0.007049035091098186,P
0.24,126120,0.0067062131659027,P
0.28,127861,0.007911867801702555,P
0.32,129915,0.00863988290127499,P
0.36,132158,0.008662994491737606,P
0.4,134407,0.005350333192095836,P
0.44,135796,0.008412618928392589,P
0.48,137980,0.01001887446554447,P
0.52,140581,0.008971149031239167,P
0.56,142910,0.0052386271715265205,P
0.6,144270,0.011193713647394169,P
0.64,147176,0.004734024113092716,P
0.68,148405,0.011128230807750087,P
0.72,151294,0.004464388891028851,P
0.76,152453,0.011401717961557721,P
0.8,155413,0.004649281614729787,P
0.84,156620,0.01063518354454759,P
0.88,159381,0.008574400061630908,P
0.92,161607,0.008254689726898039,P
0.96,163750,0.00855128847116829,P
1.0,220323,0.00047763953622741807,B
1.04,216529,0.014614229035861485,B
1.08,220447,0.002399753476368399,B
1.12,165970,0.19474981703324218,P
1.16,221070,0.027568275490158313,P
1.2,228227,0.0261430607449636,P
1.24,235014,0.02499518508532029,P
1.28,241503,0.024571472593505644,P
1.32,247882,0.02366626863371981,P
1.36,254026,0.022926697738916067,P
1.4,259978,0.02228727706945033,P
1.44,265764,0.022672470243827278,P
1.48,271650,0.02299218057856015,P
1.52,277619,0.03499865182388968,P
1.56,286705,0.020453757559416048,P
1.6,292015,0.02088517391471823,P
1.64,297437,0.02029197642617773,P
1.68,302705,0.020322791880127884,P
1.72,307981,0.022102384345749394,P
1.76,313719,0.022402835021763413,P
1.8,319535,0.021878972304610764,P
1.84,325215,0.020249605176996265,P
1.88,330472,0.020607834829166827,P
1.92,335822,0.029636762836562535,P
1.96,343516,0.023916644197064827,P
2.0,349725,0.022691729902546125,P
2.04,398668,0.0034128115249797775,B
2.08,355616,0.16583336543276453,P
2.12,399554,0.02337352182119333,P
2.16,405622,0.018385270213011826,P
2.2,410395,0.020939100959131002,P
2.24,415831,0.02049612880859751,P
2.28,421152,0.018847502022264165,P
2.32,426045,0.022086976618774314,P
2.36,431779,0.018323639305111515,P
2.4,436536,0.019529293940911366,P
2.44,441606,0.020773467894148915,P
2.48,446999,0.019791225299487694,P
2.52,452137,0.018366010554292978,P
2.56,456905,0.01896691190632102,P
2.6,461829,0.02082739493856169,P
2.64,467236,0.020253457108740033,P
2.68,472494,0.020234197450021186,P
2.72,477747,0.01356265166981241,P
2.76,481268,0.01664419706482801,P
