time_pos,byte_pos,size,type,is_normal,has_blur,has_move,has_overexposure,has_block
0.0,0.0,0.6606125402558118,I,1,0,0,0,0
0.04,50667.0,0.0711631484934221,P,1,0,0,0,0
0.08,56125.0,0.09317183201429,P,1,0,0,0,0
0.12,63271.0,0.089338566045608,P,1,0,0,0,0
0.16,70123.0,0.0926111842705712,P,1,0,0,0,0
0.2,77226.0,0.08983402219122,P,1,0,0,0,0
0.24,84116.0,0.0901469418621328,P,1,0,0,0,0
0.28,91030.0,0.0994302254325462,P,1,0,0,0,0
0.32,98656.0,0.0960011473721266,P,1,0,0,0,0
0.36,106019.0,0.0997301067838377,P,1,0,0,0,0
0.4,113668.0,0.1025724604612957,P,1,0,0,0,0
0.44,121535.0,0.1052192393444333,P,1,0,0,0,0
0.48,129605.0,0.1072141022465024,P,1,0,0,0,0
0.52,137828.0,0.1069402975344537,P,1,0,0,0,0
0.56,146030.0,0.1083484360535614,P,1,0,0,0,0
0.6,154340.0,0.1103563372752519,P,1,0,0,0,0
0.64,162804.0,0.111425479484204,P,1,0,0,0,0
0.68,171350.0,0.1106301419873006,P,1,0,0,0,0
0.72,202284.0,0.0415531246332972,B,1,0,0,0,0
0.76,196038.0,0.0814373443550595,B,1,0,0,0,0
0.8,205471.0,0.0411489367250348,B,1,0,0,0,0
0.84,179835.0,0.2112598928250127,P,1,0,0,0,0
0.88,208627.0,0.1061840749964144,P,1,0,0,0,0
0.92,216771.0,0.0925851076313284,P,1,0,0,0,0
0.96,264776.0,0.0431829145859681,B,1,0,0,0,0
1.0,255216.0,0.1246463355802704,B,1,0,0,0,0
1.04,268088.0,0.0425701135637639,B,1,0,0,0,0
1.08,223872.0,0.4086730902121334,P,1,0,0,0,0
1.12,271353.0,0.1291967091281275,P,1,0,0,0,0
1.16,281262.0,0.1229383157098713,P,1,0,0,0,0
1.2,290691.0,0.1204349583425688,P,1,0,0,0,0
1.24,299928.0,0.1164973858169159,P,1,0,0,0,0
1.28,308863.0,0.1165495390954013,P,1,0,0,0,0
1.32,317802.0,0.1249331786119404,P,1,0,0,0,0
1.36,327384.0,0.1394187517112794,P,1,0,0,0,0
1.4,338077.0,0.1384017627808128,P,1,0,0,0,0
1.44,348692.0,0.1305135794098856,P,1,0,0,0,0
1.48,358702.0,0.130813460761177,P,1,0,0,0,0
1.52,368735.0,0.135676753979947,P,1,0,0,0,0
1.56,379141.0,0.1363808232395009,P,1,0,0,0,0
1.6,389601.0,0.1319608328878574,P,1,0,0,0,0
1.64,399722.0,0.1362374017236658,P,1,0,0,0,0
1.68,410171.0,0.1444515430851272,P,1,0,0,0,0
1.72,421250.0,0.1434606307939032,P,1,0,0,0,0
1.76,432253.0,0.1277364173305344,P,1,0,0,0,0
1.8,442050.0,0.1231599671434345,P,1,0,0,0,0
1.84,451496.0,0.120513188260297,P,1,0,0,0,0
1.88,460739.0,0.1136680704590792,P,1,0,0,0,0
1.92,469457.0,0.1058320403666375,P,1,0,0,0,0
1.96,519016.0,0.0545392909761789,B,1,0,0,0,0
2.0,507601.0,0.1488324184779065,B,1,0,0,0,0
2.04,523199.0,0.0512927493904585,B,1,0,0,0,0
2.08,477574.0,0.3915016232707928,P,1,0,0,0,0
2.12,527133.0,0.1546996623075218,P,1,0,0,0,0
2.16,538998.0,0.1567206018488337,P,1,0,0,0,0
2.2,551018.0,0.1679987483213163,P,1,0,0,0,0
2.24,563903.0,0.1892903242630089,P,1,0,0,0,0
2.28,610924.0,0.0648917167555445,B,1,0,0,0,0
2.32,601562.0,0.1220647482952397,B,1,0,0,0,0
2.36,615901.0,0.0639529577428061,B,1,0,0,0,0
2.4,578421.0,0.3017197543580583,P,1,0,0,0,0
2.44,651945.0,0.0673559591639829,B,1,0,0,0,0
2.48,642754.0,0.1198351956399859,B,1,0,0,0,0
2.52,657111.0,0.0612149106223189,B,1,0,0,0,0
2.56,620806.0,0.2861650390497672,P,1,0,0,0,0
2.6,691849.0,0.0673689974836043,B,1,0,0,0,0
2.64,682896.0,0.1167320755701005,B,1,0,0,0,0
2.68,697016.0,0.0689335958381683,B,1,0,0,0,0
2.72,661806.0,0.2749781608146342,P,1,0,0,0,0
2.76,730509.0,0.0669908862145846,B,1,0,0,0,0
2.8,721971.0,0.1113211729272331,B,1,0,0,0,0
2.84,735647.0,0.0584377485429677,B,1,0,0,0,0
2.88,702303.0,0.25643767031305,P,1,0,0,0,0
2.92,740129.0,0.1171101868391201,P,1,0,0,0,0
2.96,790234.0,0.0465728776875236,B,1,0,0,0,0
3.0,781208.0,0.1176838729024603,B,1,0,0,0,0
3.04,793806.0,0.0387368475950819,B,1,0,0,0,0
3.08,749111.0,0.418490944887023,P,1,0,0,0,0
3.12,796777.0,0.1153108987313715,P,1,0,0,0,0
3.16,805621.0,0.1200698853931705,P,1,0,0,0,0
3.2,814830.0,0.1411006949424358,P,1,0,0,0,0
3.24,825652.0,0.1486759586424501,P,1,0,0,0,0
3.28,837055.0,0.1255981329126302,P,1,0,0,0,0
3.32,846688.0,0.1142808714812834,P,1,0,0,0,0
3.36,855453.0,0.1068099143382401,P,1,0,0,0,0
3.4,863645.0,0.115506473525692,P,1,0,0,0,0
3.44,872504.0,0.115115323937051,P,1,0,0,0,0
3.48,881333.0,0.1188182067095192,P,1,0,0,0,0
3.52,890446.0,0.1109169850189707,P,1,0,0,0,0
3.56,898953.0,0.1138897218926424,P,1,0,0,0,0
3.6,907688.0,0.1105258354303297,P,1,0,0,0,0
3.64,916165.0,0.0995345319895171,P,1,0,0,0,0
3.68,923799.0,0.0947103537296113,P,1,0,0,0,0
3.72,931063.0,0.0852966869629842,P,1,0,0,0,0
3.76,937605.0,0.0858442963870816,P,1,0,0,0,0
3.8,944189.0,0.0737577740980742,P,1,0,0,0,0
3.84,949846.0,0.072154060784646,P,1,0,0,0,0
3.88,955380.0,0.0618146733249018,P,1,0,0,0,0
3.92,960121.0,0.0478115180515535,P,1,0,0,0,0
3.96,999125.0,0.0161675163304953,B,1,0,0,0,0
4.0,1000365.0,0.0164152444033013,B,1,0,0,0,0
4.04,963788.0,0.4607351004602527,P,1,0,0,0,0
4.08,1001624.0,0.09317183201429,P,1,0,0,0,0
4.12,1008770.0,0.0896254090772781,P,1,0,0,0,0
4.16,1015644.0,0.0914377355046481,P,1,0,0,0,0
4.2,1022657.0,0.0917767318148037,P,1,0,0,0,0
4.24,1029696.0,0.0995736469483812,P,1,0,0,0,0
4.28,1059134.0,0.0328696037654667,B,1,0,0,0,0
4.32,1053444.0,0.0741880386455793,B,1,0,0,0,0
4.36,1061655.0,0.0357249957625461,B,1,0,0,0,0
4.4,1037333.0,0.2100603674198469,P,1,0,0,0,0
4.44,1064395.0,0.1172536083549552,P,1,0,0,0,0
4.48,1073388.0,0.1099260727277468,P,1,0,0,0,0
4.52,1081819.0,0.1122468936203502,P,1,0,0,0,0
4.56,1090428.0,0.1177360261809458,P,1,0,0,0,0
4.6,1099458.0,0.1139549134907493,P,1,0,0,0,0
4.64,1108198.0,0.1138636452533997,P,1,0,0,0,0
4.68,1116931.0,0.1134073040666518,P,1,0,0,0,0
4.72,1125629.0,0.1052713926229187,P,1,0,0,0,0
4.76,1133703.0,0.1059885002020939,P,1,0,0,0,0
4.8,1141832.0,0.0982698149862445,P,1,0,0,0,0
4.84,1149369.0,0.1015554715308291,P,1,0,0,0,0
4.88,1157158.0,0.0963922969607676,P,1,0,0,0,0
4.92,1164551.0,0.0881260023208208,P,1,0,0,0,0
4.96,1202361.0,0.0459861533045621,B,1,0,0,0,0
5.0,1205888.0,0.0466902225641159,B,1,0,0,0,0
5.04,1171310.0,0.4048528625630728,P,1,0,0,0,0
5.08,1209469.0,0.1215562538300063,P,1,0,0,0,0
5.12,1218792.0,0.1154282436079638,P,1,0,0,0,0
5.16,1227645.0,0.1109039466993493,P,1,0,0,0,0
5.2,1236151.0,0.1191180880608107,P,1,0,0,0,0
5.24,1245287.0,0.1210086444059089,P,1,0,0,0,0
5.28,1254568.0,0.1364720914768504,P,1,0,0,0,0
5.32,1265035.0,0.1248679870138336,P,1,0,0,0,0
5.36,1274612.0,0.1292358240869916,P,1,0,0,0,0
5.4,1284524.0,0.1313871468245172,P,1,0,0,0,0
5.44,1294601.0,0.1385582226162692,P,1,0,0,0,0
5.48,1305228.0,0.1380106131921717,P,1,0,0,0,0
5.52,1315813.0,0.1261848572955917,P,1,0,0,0,0
5.56,1325491.0,0.1224819745231234,P,1,0,0,0,0
5.6,1334885.0,0.1177490645005671,P,1,0,0,0,0
5.64,1343916.0,0.1165104241365372,P,1,0,0,0,0
5.68,1352852.0,0.1131856526330886,P,1,0,0,0,0
5.72,1361533.0,0.1124294300950493,P,1,0,0,0,0
5.76,1370156.0,0.1092741567466785,P,1,0,0,0,0
5.8,1378537.0,0.1105910270284365,P,1,0,0,0,0
5.84,1387019.0,0.1084788192497751,P,1,0,0,0,0
5.88,1395339.0,0.099743145103459,P,1,0,0,0,0
5.92,1402989.0,0.0952058098752232,P,1,0,0,0,0
5.96,1453093.0,0.046481609450174,B,1,0,0,0,0
6.0,1443605.0,0.1237075765675319,B,1,0,0,0,0
6.04,1456658.0,0.0418269293453459,B,1,0,0,0,0
6.08,1410291.0,0.4343585798662268,P,1,0,0,0,0
6.12,1487920.0,0.0471074487919996,B,1,0,0,0,0
6.16,1480588.0,0.0955969594638643,B,1,0,0,0,0
6.2,1491533.0,0.0443172483930271,B,1,0,0,0,0
6.24,1459866.0,0.2701800591939711,P,1,0,0,0,0
6.28,1494932.0,0.1315305683403523,P,1,0,0,0,0
6.32,1505020.0,0.139510019948629,P,1,0,0,0,0
6.36,1515720.0,0.1241117644757943,P,1,0,0,0,0
6.4,1525239.0,0.1305005410902643,P,1,0,0,0,0
6.44,1535248.0,0.1261066273778635,P,1,0,0,0,0
6.48,1544920.0,0.1332125115715086,P,1,0,0,0,0
6.52,1555137.0,0.1352725660716846,P,1,0,0,0,0
6.56,1565512.0,0.1331994732518873,P,1,0,0,0,0
6.6,1575728.0,0.1367719728281419,P,1,0,0,0,0
6.64,1613680.0,0.0508885614821961,B,1,0,0,0,0
6.68,1606148.0,0.0982046233881377,B,1,0,0,0,0
6.72,1617583.0,0.0481896293205731,B,1,0,0,0,0
6.76,1586218.0,0.2598537100538483,P,1,0,0,0,0
6.8,1621279.0,0.1349466080811505,P,1,0,0,0,0
6.84,1655269.0,0.0512927493904585,B,1,0,0,0,0
6.88,1646882.0,0.1093523866644066,B,1,0,0,0,0
6.92,1659203.0,0.0552433602357328,B,1,0,0,0,0
6.96,1631629.0,0.1988734891847138,P,1,0,0,0,0
7.0,1707226.0,0.0748660312658904,B,1,0,0,0,0
7.04,1695772.0,0.1493409129431399,B,1,0,0,0,0
7.08,1712968.0,0.0524922747956243,B,1,0,0,0,0
7.12,1663440.0,0.4215549499980442,P,1,0,0,0,0
7.16,1736550.0,0.0731971263543554,B,1,0,0,0,0
7.2,1742164.0,0.0521141635266046,B,1,0,0,0,0
7.24,1716994.0,0.2549773785154569,P,1,0,0,0,0
7.28,1746161.0,0.1356897922995684,P,1,0,0,0,0
7.32,1756568.0,0.1349987613596359,P,1,0,0,0,0
7.36,1766922.0,0.1392362152365803,P,1,0,0,0,0
7.4,1777601.0,0.1369936242617051,P,1,0,0,0,0
7.44,1788108.0,0.1286621380236515,P,1,0,0,0,0
7.48,1797976.0,0.1290272109730497,P,1,0,0,0,0
7.52,1807872.0,0.1271627312671943,P,1,0,0,0,0
7.56,1833523.0,0.0594677757930557,B,1,0,0,0,0
7.6,1838084.0,0.0407056338579083,B,1,0,0,0,0
7.64,1817625.0,0.2072832053404957,P,1,0,0,0,0
7.68,1841206.0,0.1127814647248262,P,1,0,0,0,0
7.72,1849856.0,0.1034199512366846,P,1,0,0,0,0
7.76,1857788.0,0.102937533410694,P,1,0,0,0,0
7.8,1865683.0,0.0945278172549121,P,1,0,0,0,0
7.84,1872933.0,0.0861702543776158,P,1,0,0,0,0
7.88,1879542.0,0.0785037224402519,P,1,0,0,0,0
7.92,1885563.0,0.0681121817020222,P,1,0,0,0,0
7.96,1923870.0,0.0312658904520385,B,1,0,0,0,0
8.0,1926268.0,0.0228040210177712,B,1,0,0,0,0
8.04,1890787.0,0.431346728033691,P,1,0,0,0,0
8.08,1928017.0,0.1174752597885184,P,1,0,0,0,0
8.12,1937027.0,0.1119991655475442,P,1,0,0,0,0
8.16,1945617.0,0.1063926881103563,P,1,0,0,0,0
8.2,1953777.0,0.1040066756196461,P,1,0,0,0,0
8.24,1961754.0,0.1021161192745478,P,1,0,0,0,0
8.28,1969586.0,0.1045803616829863,P,1,0,0,0,0
8.32,1977607.0,0.1071489106483956,P,1,0,0,0,0
8.36,1985825.0,0.1057538104489093,P,1,0,0,0,0
8.4,1993936.0,0.1111777514113981,P,1,0,0,0,0
