time_pos,byte_pos,size,type,normal,has_blur,has_move,has_overexposure,has_block
0.0,0,0.6234020007194034,I,1,0,0,0,0
0.04,111783,0.0452738107968851,B,1,0,0,0,0
0.08,102241,0.0927641620407726,B,1,0,0,0,0
0.12,116440,0.0391005512186111,B,1,0,0,0,0
0.16,64125,0.3705511213944761,P,1,0,0,0,0
0.2,157499,0.039333871265664,B,1,0,0,0,0
0.24,149491,0.077851122366643,B,1,0,0,0,0
0.28,161545,0.0367479074108279,B,1,0,0,0,0
0.32,120462,0.2822103185790809,P,1,0,0,0,0
0.36,205563,0.0420364951440265,B,1,0,0,0,0
0.4,197182,0.0814773047645898,B,1,0,0,0,0
0.44,209887,0.0382547660480444,B,1,0,0,0,0
0.48,165325,0.3097031974568114,P,1,0,0,0,0
0.52,250848,0.0395380263068353,B,1,0,0,0,0
0.56,243081,0.075508200227487,B,1,0,0,0,0
0.6,254915,0.0338605718285486,B,1,0,0,0,0
0.64,213822,0.2844463023633376,P,1,0,0,0,0
0.68,293663,0.0388380661656766,B,1,0,0,0,0
0.72,285968,0.0748082400863284,B,1,0,0,0,0
0.76,297658,0.0404324198205379,B,1,0,0,0,0
0.8,258398,0.2680264040519914,P,1,0,0,0,0
0.84,333065,0.036893732440236,B,1,0,0,0,0
0.88,325468,0.0738555165608625,B,1,0,0,0,0
0.92,336860,0.0379145076460923,B,1,0,0,0,0
0.96,301817,0.2299271847019822,P,1,0,0,0,0
1.0,401216,0.0646685397081555,B,1,0,0,0,0
1.04,389650,0.1124408193422319,B,1,0,0,0,0
1.08,407868,0.0408796165773893,B,1,0,0,0,0
1.12,340760,0.4752923791839631,P,1,0,0,0,0
1.16,450413,0.0387408494794046,B,1,0,0,0,0
1.2,442683,0.0751484984882805,B,1,0,0,0,0
1.24,454398,0.0333647667285612,B,1,0,0,0,0
1.28,412073,0.2975802766786891,P,1,0,0,0,0
1.32,493870,0.038283931053926,B,1,0,0,0,0
1.36,486296,0.0736319181824368,B,1,0,0,0,0
1.4,497808,0.0391783245676287,B,1,0,0,0,0
1.44,457830,0.2767370191419655,P,1,0,0,0,0
1.48,541993,0.0401893781048579,B,1,0,0,0,0
1.52,533647,0.0811370463626376,B,1,0,0,0,0
1.56,546127,0.0407046265420996,B,1,0,0,0,0
1.6,501838,0.3092365573627057,P,1,0,0,0,0
1.64,584167,0.039285262922528,B,1,0,0,0,0
1.68,575883,0.080534302907751,B,1,0,0,0,0
1.72,588208,0.0348521820285233,B,1,0,0,0,0
1.76,550314,0.2485733451289579,P,1,0,0,0,0
1.8,626484,0.0389158395146943,B,1,0,0,0,0
1.84,618177,0.0807579012861767,B,1,0,0,0,0
1.88,630487,0.0399755013950594,B,1,0,0,0,0
1.92,591793,0.2564965050601285,P,1,0,0,0,0
1.96,694448,0.0476167329360411,B,1,0,0,0,0
