time_pos,byte_pos,size,type,is_normal,has_blur,has_move,has_overexposure,has_block
0.0,0.0,0.8537725807432638,I,1,0,0,0,0
0.04,112603.0,0.0001824706526367,B,1,0,0,0,0
0.08,112563.0,0.0003041177543945,B,1,0,0,0,0
0.12,112627.0,0.0001596618210571,B,1,0,0,0,0
0.16,112295.0,0.0020375889544431,P,1,0,0,0,0
0.2,112809.0,0.0001672647649169,B,1,0,0,0,0
0.24,112778.0,0.0002356912596557,B,1,0,0,0,0
0.28,112831.0,0.0001596618210571,B,1,0,0,0,0
0.32,112648.0,0.0009883827017821,P,1,0,0,0,0
0.36,113003.0,0.0001672647649169,B,1,0,0,0,0
0.4,112969.0,0.0002585000912353,B,1,0,0,0,0
0.44,113025.0,0.0001444559333373,B,1,0,0,0,0
0.48,112852.0,0.0008895444316039,P,1,0,0,0,0
0.52,113176.0,0.0001748677087768,B,1,0,0,0,0
0.56,113146.0,0.0002280883157958,B,1,0,0,0,0
0.6,113199.0,0.0001748677087768,B,1,0,0,0,0
0.64,113044.0,0.0007755002737059,P,1,0,0,0,0
0.68,143321.0,0.0001672647649169,B,1,0,0,0,0
0.72,143242.0,0.0006006325649291,B,1,0,0,0,0
0.76,143343.0,0.0002508971473754,B,1,0,0,0,0
0.8,113222.0,0.2282403746730734,P,1,0,0,0,0
0.84,144732.0,0.0005093972386107,B,1,0,0,0,0
0.88,144617.0,0.0008743385438841,B,1,0,0,0,0
0.92,144799.0,0.0001748677087768,B,1,0,0,0,0
0.96,143376.0,0.0094352533300894,P,1,0,0,0,0
1.0,145487.0,0.0003117206982543,B,1,0,0,0,0
1.04,145418.0,0.0005246031263305,B,1,0,0,0,0
1.08,145528.0,0.0002585000912353,B,1,0,0,0,0
1.12,144822.0,0.004531354540478,P,1,0,0,0,0
1.16,145928.0,0.0001976765403564,B,1,0,0,0,0
1.2,145879.0,0.0003725442491332,B,1,0,0,0,0
1.24,145954.0,0.0001596618210571,B,1,0,0,0,0
1.28,145562.0,0.0024101332035764,P,1,0,0,0,0
1.32,146244.0,0.0001900735964965,B,1,0,0,0,0
1.36,146205.0,0.0002965148105346,B,1,0,0,0,0
1.4,146269.0,0.0001672647649169,B,1,0,0,0,0
1.44,145975.0,0.0017486770877683,P,1,0,0,0,0
1.48,172566.0,0.0002356912596557,B,1,0,0,0,0
1.52,172467.0,0.0007526914421263,B,1,0,0,0,0
1.56,172597.0,0.0002661030350951,B,1,0,0,0,0
1.6,146291.0,0.1990146584757618,P,1,0,0,0,0
1.64,174135.0,0.0003953530807128,B,1,0,0,0,0
1.68,173991.0,0.0010948239158202,B,1,0,0,0,0
1.72,174187.0,0.0002052794842162,B,1,0,0,0,0
1.76,172632.0,0.0103324007055531,P,1,0,0,0,0
1.8,174929.0,0.0002889118666747,B,1,0,0,0,0
1.84,174868.0,0.0004637795754516,B,1,0,0,0,0
1.88,174967.0,0.0001596618210571,B,1,0,0,0,0
1.92,174214.0,0.0049723252843501,P,1,0,0,0,0
1.96,175313.0,0.0001596618210571,B,1,0,0,0,0
2.0,175284.0,0.000220485371936,B,1,0,0,0,0
2.04,175334.0,0.0001520588771972,B,1,0,0,0,0
2.08,174988.0,0.0022504713825193,P,1,0,0,0,0
2.12,175596.0,0.0001672647649169,B,1,0,0,0,0
2.16,175567.0,0.000220485371936,B,1,0,0,0,0
2.2,175618.0,0.0001520588771972,B,1,0,0,0,0
2.24,175354.0,0.0016194270421507,P,1,0,0,0,0
2.28,201448.0,0.0001520588771972,B,1,0,0,0,0
2.32,201353.0,0.0007222796666869,B,1,0,0,0,0
2.36,201468.0,0.0003345295298339,B,1,0,0,0,0
2.4,175638.0,0.1955097013563652,P,1,0,0,0,0
2.44,202984.0,0.000494191350891,B,1,0,0,0,0
