time_pos,byte_pos,size,type,normal,has_blur,has_move,has_overexposure,has_block
0.0,0,0.8110461842615648,I,1,0,0,0,0
0.04,129636,0.1272475881830353,P,1,0,0,0,0
0.08,149975,0.1173375542737021,P,1,0,0,0,0
0.12,168730,0.107515109047911,P,1,0,0,0,0
0.16,185915,0.1060698957694665,P,1,0,0,0,0
0.2,202869,0.1040928940552309,P,1,0,0,0,0
0.24,219507,0.103442235263204,P,1,0,0,0,0
0.28,236041,0.1015340532288942,P,1,0,0,0,0
0.32,252270,0.1004517073536956,P,1,0,0,0,0
0.36,268326,0.1000200202705239,P,1,0,0,0,0
0.4,284313,0.0990690574206384,P,1,0,0,0,0
0.44,300148,0.0974611794441872,P,1,0,0,0,0
0.48,315726,0.0971796443899448,P,1,0,0,0,0
0.52,331259,0.0975612807968067,P,1,0,0,0,0
0.56,346853,0.096435140579837,P,1,0,0,0,0
0.6,362267,0.0950462343122411,P,1,0,0,0,0
0.64,377459,0.0954153580500256,P,1,0,0,0,0
0.68,392710,0.0954654087263354,P,1,0,0,0,0
0.72,407969,0.0928189792164566,P,1,0,0,0,0
0.76,422805,0.0940890151278169,P,1,0,0,0,0
0.8,437844,0.0918680163665711,P,1,0,0,0,0
0.84,452528,0.0899786033358775,P,1,0,0,0,0
0.88,466910,0.0906855691387529,P,1,0,0,0,0
0.92,481405,0.0915989939814061,P,1,0,0,0,0
0.96,586236,0.0147712058459189,B,1,0,0,0,0
1.0,578529,0.0482175702899185,B,1,0,0,0,0
1.04,588597,0.0105419236977439,B,1,0,0,0,0
1.08,496046,0.5160412417572793,P,1,0,0,0,0
1.12,590282,0.1154856792502408,P,1,0,0,0,0
1.16,608741,0.1039177166881467,P,1,0,0,0,0
1.2,625351,0.1047936035235676,P,1,0,0,0,0
1.24,642101,0.1043744291094733,P,1,0,0,0,0
1.28,658784,0.1028353708129481,P,1,0,0,0,0
1.32,675221,0.0983433226141468,P,1,0,0,0,0
1.36,690940,0.0990064940752512,P,1,0,0,0,0
1.4,706765,0.0992192094495676,P,1,0,0,0,0
1.44,722624,0.0982619902651434,P,1,0,0,0,0
1.48,738330,0.0994444374929616,P,1,0,0,0,0
1.52,754225,0.0978303031819717,P,1,0,0,0,0
1.56,769862,0.0946208035636081,P,1,0,0,0,0
1.6,784986,0.096660368623231,P,1,0,0,0,0
1.64,800436,0.0965790362742276,P,1,0,0,0,0
1.68,815873,0.0939326067643489,P,1,0,0,0,0
1.72,830887,0.0938700434189617,P,1,0,0,0,0
1.76,845891,0.0928690298927664,P,1,0,0,0,0
1.8,860735,0.0932506662996283,P,1,0,0,0,0
1.84,875640,0.0968981093357023,P,1,0,0,0,0
1.88,891128,0.0940014264442748,P,1,0,0,0,0
1.92,906153,0.0926688271875273,P,1,0,0,0,0
1.96,1012308,0.0165917991966866,B,1,0,0,0,0
2.0,1003989,0.0520464470276154,B,1,0,0,0,0
2.04,1014960,0.012644052102754,B,1,0,0,0,0
2.08,920965,0.519425918742727,P,1,0,0,0,0
2.12,1016981,0.1219734981668939,P,1,0,0,0,0
2.16,1036477,0.1138715449392509,P,1,0,0,0,0
2.2,1054678,0.1119696192394799,P,1,0,0,0,0
2.24,1072575,0.1129268384239042,P,1,0,0,0,0
2.28,1090625,0.1043056094295474,P,1,0,0,0,0
2.32,1107297,0.1087726322901938,P,1,0,0,0,0
2.36,1124683,0.1025851174313993,P,1,0,0,0,0
2.4,1141080,0.1022285063626922,P,1,0,0,0,0
2.44,1157420,0.1018343572867528,P,1,0,0,0,0
2.48,1173697,0.1018030756140592,P,1,0,0,0,0
2.52,1189969,0.0987750096973185,P,1,0,0,0,0
2.56,1205757,0.0992129531150289,P,1,0,0,0,0
2.6,1221615,0.0980367622217495,P,1,0,0,0,0
2.64,1237285,0.0989752124025575,P,1,0,0,0,0
2.68,1253105,0.1012587745091905,P,1,0,0,0,0
2.72,1269290,0.100889650771406,P,1,0,0,0,0
2.76,1285416,0.0983996296249953,P,1,0,0,0,0
2.8,1301144,0.095809507125965,P,1,0,0,0,0
2.84,1316458,0.0944831642037563,P,1,0,0,0,0
2.88,1331560,0.0964539095834532,P,1,0,0,0,0
2.92,1346977,0.0957031494388068,P,1,0,0,0,0
2.96,1453860,0.0162289317934408,B,1,0,0,0,0
3.0,1445217,0.0540734994181608,B,1,0,0,0,0
