time_pos,byte_pos,size,type,normal,has_blur,has_move,has_overexposure,has_block
0.0,0,0.8653353973168215,I,1,0,0,0,0
0.04,85401,0.0008565531475748,B,1,0,0,0,0
0.08,85232,0.0017440660474716,B,1,0,0,0,0
0.12,85484,0.0011558307533539,B,1,0,0,0,0
0.16,83851,0.0142518059855521,P,1,0,0,0,0
0.2,86768,0.0009907120743034,B,1,0,0,0,0
0.24,85596,0.012094943240454,P,1,0,0,0,0
0.28,88827,0.0013519091847265,B,1,0,0,0,0
0.32,88656,0.0017647058823529,B,1,0,0,0,0
0.36,88958,0.0011867905056759,B,1,0,0,0,0
0.4,86864,0.0184932920536635,P,1,0,0,0,0
0.44,89073,0.008782249742002,P,1,0,0,0,0
0.48,89924,0.009938080495356,P,1,0,0,0,0
0.52,90887,0.0107327141382868,P,1,0,0,0,0
0.56,93299,0.0008978328173374,B,1,0,0,0,0
0.6,91927,0.0141589267285861,P,1,0,0,0,0
0.64,93386,0.0095149638802889,P,1,0,0,0,0
0.68,94308,0.0092260061919504,P,1,0,0,0,0
0.72,95202,0.0091537667698658,P,1,0,0,0,0
0.76,96089,0.0083488132094943,P,1,0,0,0,0
0.8,96898,0.0080908152734778,P,1,0,0,0,0
0.84,119743,0.0007120743034055,B,1,0,0,0,0
0.88,119598,0.0014963880288957,B,1,0,0,0,0
0.92,119812,0.0003818369453044,B,1,0,0,0,0
0.96,97682,0.2261713106295149,P,1,0,0,0,0
1.0,122790,0.001517027863777,B,1,0,0,0,0
1.04,122590,0.002063983488132,B,1,0,0,0,0
1.08,122937,0.0014654282765737,B,1,0,0,0,0
1.12,119849,0.0282868937048503,P,1,0,0,0,0
1.16,125502,0.0009907120743034,B,1,0,0,0,0
1.2,125328,0.0017956656346749,B,1,0,0,0,0
1.24,125598,0.0007843137254901,B,1,0,0,0,0
1.28,123079,0.0232094943240454,P,1,0,0,0,0
1.32,125674,0.012672858617131,P,1,0,0,0,0
1.36,126902,0.0107223942208462,P,1,0,0,0,0
1.4,127941,0.0096491228070175,P,1,0,0,0,0
1.44,128876,0.0088648090815273,P,1,0,0,0,0
1.48,129735,0.009422084623323,P,1,0,0,0,0
1.52,130648,0.0095872033023735,P,1,0,0,0,0
1.56,131577,0.0065428276573787,P,1,0,0,0,0
1.6,132211,0.0086893704850361,P,1,0,0,0,0
1.64,152839,0.0006707946336429,B,1,0,0,0,0
1.68,152695,0.0014860681114551,B,1,0,0,0,0
1.72,152904,0.0002786377708978,B,1,0,0,0,0
1.76,133053,0.202703818369453,P,1,0,0,0,0
1.8,155533,0.0016511867905056,B,1,0,0,0,0
1.84,155693,0.0010732714138286,B,1,0,0,0,0
1.88,152931,0.0268524251805985,P,1,0,0,0,0
1.92,155797,0.0161713106295149,P,1,0,0,0,0
1.96,157364,0.0114654282765737,P,1,0,0,0,0
2.0,160599,0.0011042311661506,B,1,0,0,0,0
2.04,160453,0.0015067079463364,B,1,0,0,0,0
2.08,160706,0.0010732714138286,B,1,0,0,0,0
2.12,158475,0.0204127966976264,P,1,0,0,0,0
2.16,162531,0.001001031991744,B,1,0,0,0,0
2.2,162380,0.0015583075335397,B,1,0,0,0,0
2.24,162628,0.0010113519091847,B,1,0,0,0,0
2.28,160810,0.0162022703818369,P,1,0,0,0,0
2.32,162726,0.0097316821465428,P,1,0,0,0,0
2.36,182175,0.0006398348813209,B,1,0,0,0,0
2.4,182007,0.0017337461300309,B,1,0,0,0,0
2.44,182237,0.0007120743034055,B,1,0,0,0,0
2.48,163669,0.1892466460268317,P,1,0,0,0,0
2.52,185024,0.001578947368421,B,1,0,0,0,0
2.56,185177,0.001031991744066,B,1,0,0,0,0
2.6,182306,0.0280495356037151,P,1,0,0,0,0
2.64,187229,0.0011971104231166,B,1,0,0,0,0
2.68,185277,0.0201444788441692,P,1,0,0,0,0
2.72,187345,0.0114138286893704,P,1,0,0,0,0
2.76,188451,0.0123116615067079,P,1,0,0,0,0
2.8,189644,0.0106398348813209,P,1,0,0,0,0
2.84,190675,0.0100103199174406,P,1,0,0,0,0
2.88,191645,0.0100103199174406,P,1,0,0,0,0
2.92,192615,0.0088957688338493,P,1,0,0,0,0
2.96,195315,0.0007430340557275,B,1,0,0,0,0
3.0,195182,0.0013725490196078,B,1,0,0,0,0
3.04,195387,0.0007120743034055,B,1,0,0,0,0
3.08,193477,0.0175954592363261,P,1,0,0,0,0
3.12,213006,0.0007843137254901,B,1,0,0,0,0
3.16,212753,0.0026109391124871,B,1,0,0,0,0
3.2,213082,0.0014654282765737,B,1,0,0,0,0
3.24,195456,0.1785036119711042,P,1,0,0,0,0
3.28,215678,0.0013415892672858,B,1,0,0,0,0
3.32,213224,0.0253250773993808,P,1,0,0,0,0
3.36,215808,0.0152012383900928,P,1,0,0,0,0
3.4,217281,0.0113519091847265,P,1,0,0,0,0
3.44,218381,0.009422084623323,P,1,0,0,0,0
3.48,219294,0.0092569659442724,P,1,0,0,0,0
3.52,220191,0.0099174406604747,P,1,0,0,0,0
3.56,221152,0.0102683178534571,P,1,0,0,0,0
3.6,222147,0.0221155830753354,P,1,0,0,0,0
3.64,224290,0.0312487100103199,P,1,0,0,0,0
3.68,227318,0.0126109391124871,P,1,0,0,0,0
3.72,228540,0.0290815273477812,P,1,0,0,0,0
3.76,231358,0.0203199174406604,P,1,0,0,0,0
3.8,235732,0.0019607843137254,B,1,0,0,0,0
3.84,235922,0.0016821465428276,B,1,0,0,0,0
3.88,233327,0.0248194014447884,P,1,0,0,0,0
3.92,257608,0.0036429308565531,B,1,0,0,0,0
3.96,256938,0.0069143446852425,B,1,0,0,0,0
4.0,257961,0.0032920536635706,B,1,0,0,0,0
4.04,236085,0.2152012383900929,P,1,0,0,0,0
4.08,258280,0.0330753353973168,P,1,0,0,0,0
4.12,261485,0.0176780185758513,P,1,0,0,0,0
4.16,263198,0.0167492260061919,P,1,0,0,0,0
4.2,264821,0.0138183694530443,P,1,0,0,0,0
4.24,266160,0.0166769865841073,P,1,0,0,0,0
4.28,267776,0.0130443756449948,P,1,0,0,0,0
4.32,269040,0.0102373581011351,P,1,0,0,0,0
4.36,271761,0.0011248710010319,B,1,0,0,0,0
4.4,270032,0.0178431372549019,P,1,0,0,0,0
4.44,273943,0.0013622291021671,B,1,0,0,0,0
4.48,274075,0.0008978328173374,B,1,0,0,0,0
4.52,271870,0.0213931888544891,P,1,0,0,0,0
4.56,275751,0.0011042311661506,B,1,0,0,0,0
4.6,274162,0.0163983488132094,P,1,0,0,0,0
4.64,277815,0.0017131062951496,B,1,0,0,0,0
4.68,277981,0.0013209494324045,B,1,0,0,0,0
4.72,275858,0.0201960784313725,P,1,0,0,0,0
4.76,278109,0.011609907120743,P,1,0,0,0,0
4.8,299586,0.0020020639834881,B,1,0,0,0,0
4.84,299449,0.0014138286893704,B,1,0,0,0,0
4.88,299780,0.0005366357069143,B,1,0,0,0,0
4.92,279234,0.2086171310629515,P,1,0,0,0,0
4.96,303006,0.0011248710010319,B,1,0,0,0,0
5.0,302794,0.00218782249742,B,1,0,0,0,0
5.04,303115,0.0009803921568627,B,1,0,0,0,0
5.08,299832,0.0305675954592363,P,1,0,0,0,0
5.12,305514,0.001062951496388,B,1,0,0,0,0
5.16,305366,0.0015273477812177,B,1,0,0,0,0
5.2,305617,0.0009803921568627,B,1,0,0,0,0
5.24,303210,0.0222497420020639,P,1,0,0,0,0
5.28,307608,0.0009184726522187,B,1,0,0,0,0
5.32,307454,0.0015892672858617,B,1,0,0,0,0
5.36,307697,0.0010423116615067,B,1,0,0,0,0
5.4,305712,0.0179772961816305,P,1,0,0,0,0
5.44,309804,0.0007430340557275,B,1,0,0,0,0
5.48,309663,0.0014551083591331,B,1,0,0,0,0
5.52,309876,0.0006191950464396,B,1,0,0,0,0
5.56,307798,0.0192466460268317,P,1,0,0,0,0
5.6,328269,0.0016511867905056,B,1,0,0,0,0
5.64,328195,0.0007636738906088,B,1,0,0,0,0
5.68,328429,0.0002270381836945,B,1,0,0,0,0
5.72,309936,0.1884313725490196,P,1,0,0,0,0
5.76,331421,0.0011455108359133,B,1,0,0,0,0
5.8,331198,0.0023013415892672,B,1,0,0,0,0
5.84,331532,0.0011764705882352,B,1,0,0,0,0
5.88,328451,0.0283488132094943,P,1,0,0,0,0
5.92,334044,0.0007843137254901,B,1,0,0,0,0
5.96,333893,0.0015583075335397,B,1,0,0,0,0
6.0,334120,0.0009597523219814,B,1,0,0,0,0
6.04,331646,0.023188854489164,P,1,0,0,0,0
6.08,336057,0.0008565531475748,B,1,0,0,0,0
6.12,335911,0.0015067079463364,B,1,0,0,0,0
6.16,336140,0.0007223942208462,B,1,0,0,0,0
