,time_pos,pkt_size,type,byte_pos,size,is_normal,has_move,has_blur,has_block,has_overexposure
0,0.0,213491,I,0,0.8284703115722972,1,0,0,0,0
1,0.04,478,B,217257,0.001854920389766117,1,0,0,0,0
2,0.08,690,B,216567,0.0026776047467335163,1,0,0,0,0
3,0.12,287,B,217735,0.001113728351177564,1,0,0,0,0
4,0.16,3076,P,213491,0.011936684349206226,1,0,0,0,0
5,0.2,311,B,219962,0.0012068624293248168,1,0,0,0,0
6,0.24,455,B,219507,0.0017656668982083332,1,0,0,0,0
7,0.28,317,B,220273,0.0012301459488616299,1,0,0,0,0
8,0.32,1485,P,218022,0.005762671085361263,1,0,0,0,0
9,0.36,262,B,222243,0.0010167136864408424,1,0,0,0,0
10,0.4,422,B,221821,0.0016376075407558606,1,0,0,0,0
11,0.44,269,B,222505,0.0010438777925671245,1,0,0,0,0
12,0.48,1231,P,220590,0.0047770020916361716,1,0,0,0,0
13,0.52,235,B,224002,0.0009119378485251831,1,0,0,0,0
14,0.56,376,B,223626,0.001459100557640293,1,0,0,0,0
15,0.6,249,B,224237,0.0009662660607777471,1,0,0,0,0
16,0.64,852,P,222774,0.0033062597742274723,1,0,0,0,0
17,0.68,285,B,225934,0.0011059671779986263,1,0,0,0,0
18,0.72,478,B,225456,0.001854920389766117,1,0,0,0,0
19,0.76,308,B,226219,0.0011952206695564102,1,0,0,0,0
20,0.8,970,P,224486,0.003764168991784798,1,0,0,0,0
21,0.84,309,B,228280,0.001199101256145879,1,0,0,0,0
22,0.88,544,B,227736,0.002111039104671062,1,0,0,0,0
23,0.92,339,B,228589,0.001315518853829945,1,0,0,0,0
24,0.96,1209,P,226527,0.004691629186667857,1,0,0,0,0
25,1.0,332,B,230865,0.001288354747703663,1,0,0,0,0
26,1.04,613,B,230252,0.0023787995793444136,1,0,0,0,0
27,1.08,317,B,231197,0.0012301459488616299,1,0,0,0,0
28,1.12,1324,P,228928,0.0051378966444567764,1,0,0,0,0
29,1.16,304,B,355005,0.0011796983231985346,1,0,0,0,0
30,1.2,1012,B,353993,0.003927153628542491,1,0,0,0,0
31,1.24,1692,B,355309,0.006565952509381318,1,0,0,0,0
32,1.28,122479,P,231514,0.475290364891557,1,0,0,0,0
33,1.32,798,B,365446,0.0030967080983961537,1,0,0,0,0
34,1.36,1048,B,364398,0.004066854745763369,1,0,0,0,0
35,1.4,514,B,366244,0.001994621506986996,1,0,0,0,0
36,1.44,7397,P,357001,0.028704699002301187,1,0,0,0,0
37,1.48,377,B,370233,0.0014629811442297617,1,0,0,0,0
38,1.52,628,B,369605,0.0024370083781864466,1,0,0,0,0
39,1.56,337,B,370610,0.0013077576806510072,1,0,0,0,0
40,1.6,2847,P,366758,0.011048030020217856,1,0,0,0,0
41,1.64,314,B,373217,0.0012185041890932233,1,0,0,0,0
42,1.68,521,B,372696,0.0020217856131132784,1,0,0,0,0
43,1.72,279,B,373531,0.0010826836584618132,1,0,0,0,0
44,1.76,1749,P,370947,0.006787145944981044,1,0,0,0,0
45,1.8,292,B,376060,0.0011331312841249084,1,0,0,0,0
46,1.84,550,B,375510,0.002134322624207875,1,0,0,0,0
47,1.88,288,B,376352,0.0011176089377670328,1,0,0,0,0
48,1.92,1700,P,373810,0.006596997202097069,1,0,0,0,0
49,1.96,259,B,378490,0.0010050719266724358,1,0,0,0,0
50,2.0,464,B,378026,0.0018005921775135528,1,0,0,0,0
51,2.04,256,B,378749,0.0009934301669040292,1,0,0,0,0
52,2.08,1386,P,376640,0.005378493013003846,1,0,0,0,0
53,2.12,261,B,380720,0.0010128330998513736,1,0,0,0,0
54,2.16,432,B,380288,0.0016764134066505492,1,0,0,0,0
55,2.2,221,B,380981,0.000857609636272619,1,0,0,0,0
56,2.24,1283,P,379005,0.0049787925942885525,1,0,0,0,0
57,2.28,247,B,382480,0.0009585048875988094,1,0,0,0,0
58,2.32,376,B,382104,0.001459100557640293,1,0,0,0,0
59,2.36,224,B,382727,0.0008692513960410255,1,0,0,0,0
60,2.4,902,P,381202,0.0035002891037009152,1,0,0,0,0
61,2.44,278,B,499910,0.0010788030718723442,1,0,0,0,0
62,2.48,832,B,499078,0.003228648042438095,1,0,0,0,0
63,2.52,301,B,500188,0.001168056563430128,1,0,0,0,0
64,2.56,116127,P,382951,0.4506408788752508,1,0,0,0,0
65,2.6,552,B,506721,0.002142083797386813,1,0,0,0,0
66,2.64,864,B,505857,0.0033528268133010985,1,0,0,0,0
67,2.68,396,B,507273,0.00153671228942967,1,0,0,0,0
68,2.72,5368,P,500489,0.02083098881226886,1,0,0,0,0
69,2.76,333,B,511351,0.0012922353342931317,1,0,0,0,0
70,2.8,599,B,510752,0.00232447136709185,1,0,0,0,0
71,2.84,319,B,511684,0.0012379071220405677,1,0,0,0,0
72,2.88,3083,P,507669,0.011963848455332509,1,0,0,0,0
73,2.92,312,B,514862,0.0012107430159142855,1,0,0,0,0
74,2.96,565,B,514297,0.002192531423049908,1,0,0,0,0
75,3.0,250,B,515174,0.000970146647367216,1,0,0,0,0
76,3.04,2294,P,512003,0.008902065636241574,1,0,0,0,0
77,3.08,293,B,517915,0.0011370118707143772,1,0,0,0,0
78,3.12,548,B,517367,0.0021265614510289376,1,0,0,0,0
79,3.16,327,B,518208,0.0012689518147563186,1,0,0,0,0
80,3.2,1943,P,515424,0.007539979743338003,1,0,0,0,0
81,3.24,314,B,521073,0.0012185041890932233,1,0,0,0,0
82,3.28,576,B,520497,0.0022352178755340657,1,0,0,0,0
83,3.32,299,B,521387,0.0011602953902511903,1,0,0,0,0
84,3.36,1962,P,518535,0.007613710888537912,1,0,0,0,0
85,3.4,329,B,524268,0.0012767129879352563,1,0,0,0,0
86,3.44,572,B,523696,0.00221969552917619,1,0,0,0,0
87,3.48,277,B,524597,0.0010749224852828754,1,0,0,0,0
88,3.52,2010,P,521686,0.007799979044832417,1,0,0,0,0
89,3.56,246,B,526700,0.0009546243010093406,1,0,0,0,0
90,3.6,456,B,526244,0.001769547484797802,1,0,0,0,0
91,3.64,247,B,526946,0.0009585048875988094,1,0,0,0,0
92,3.68,1370,P,524874,0.005316403627572344,1,0,0,0,0
93,3.72,247,B,643911,0.0009585048875988094,1,0,0,0,0
94,3.76,837,B,643074,0.0032480509753854392,1,0,0,0,0
95,3.8,235,B,644158,0.0009119378485251831,1,0,0,0,0
96,3.84,115881,P,527193,0.44968625457424144,1,0,0,0,0
97,3.88,575,B,650290,0.002231337288944597,1,0,0,0,0
98,3.92,802,B,649488,0.003112230444754029,1,0,0,0,0
99,3.96,451,B,650865,0.0017501445518504576,1,0,0,0,0
100,4.0,5095,P,644393,0.019771588673343863,1,0,0,0,0
101,4.04,409,B,655104,0.0015871599150927653,1,0,0,0,0
102,4.08,667,B,654437,0.0025883512551757326,1,0,0,0,0
103,4.12,349,B,655513,0.0013543247197246335,1,0,0,0,0
104,4.16,3121,P,651316,0.012111310745732325,1,0,0,0,0
105,4.2,323,B,658948,0.0012534294683984432,1,0,0,0,0
106,4.24,613,B,658335,0.0023787995793444136,1,0,0,0,0
107,4.28,312,B,659271,0.0012107430159142855,1,0,0,0,0
108,4.32,2473,P,655862,0.009596690635756501,1,0,0,0,0
109,4.36,286,B,662180,0.001109847764588095,1,0,0,0,0
110,4.4,484,B,661696,0.0018782039093029302,1,0,0,0,0
111,4.44,239,B,662466,0.0009274601948830585,1,0,0,0,0
112,4.48,2113,P,659583,0.00819967946354771,1,0,0,0,0
113,4.52,228,B,664717,0.000884773742398901,1,0,0,0,0
114,4.56,433,B,664284,0.0016802939932400182,1,0,0,0,0
115,4.6,244,B,664945,0.0009468631278304029,1,0,0,0,0
116,4.64,1579,P,662705,0.006127446224771336,1,0,0,0,0
117,4.68,283,B,667192,0.0010982060048196885,1,0,0,0,0
118,4.72,515,B,666677,0.001998502093576465,1,0,0,0,0
119,4.76,267,B,667475,0.0010361166193881867,1,0,0,0,0
120,4.8,1488,P,665189,0.00577431284512967,1,0,0,0,0
121,4.84,234,B,669588,0.0009080572619357142,1,0,0,0,0
122,4.88,463,B,669125,0.001796711590924084,1,0,0,0,0
123,4.92,257,B,669822,0.000997310753493498,1,0,0,0,0
124,4.96,1383,P,667742,0.005366851253235439,1,0,0,0,0
125,5.0,280,B,785133,0.001086564245051282,1,0,0,0,0
126,5.04,1034,B,784099,0.004012526533510806,1,0,0,0,0
127,5.08,329,B,785413,0.0012767129879352563,1,0,0,0,0
128,5.12,114020,P,670079,0.4424644829312399,1,0,0,0,0
129,5.16,563,B,791596,0.0021847702498709706,1,0,0,0,0
130,5.2,774,B,790822,0.003003574020248901,1,0,0,0,0
131,5.24,361,B,792159,0.00140089175879826,1,0,0,0,0
132,5.28,5080,P,785742,0.019713379874501828,1,0,0,0,0
133,5.32,347,B,796074,0.001346563546545696,1,0,0,0,0
