,time_pos,pkt_size,type,byte_pos,size,is_normal,has_move,has_blur,has_block,has_overexposure
0,0.0,295867,I,0,0.7571481581001369,1,0,0,0,0
1,0.04,578,B,300456,0.0014791498726856294,1,0,0,0,0
2,0.08,843,B,299613,0.0021573068212352694,1,0,0,0,0
3,0.12,550,B,301034,0.0014074955535935921,1,0,0,0,0
4,0.16,3746,P,295867,0.00958632426138472,1,0,0,0,0
5,0.2,449,B,304858,0.0011490281882973142,1,0,0,0,0
6,0.24,669,B,304189,0.001712026409734751,1,0,0,0,0
7,0.28,473,B,305307,0.0012104461760904892,1,0,0,0,0
8,0.32,2605,P,301584,0.006666410758384195,1,0,0,0,0
9,0.36,443,B,308620,0.0011336736913490205,1,0,0,0,0
10,0.4,600,B,308020,0.0015354496948293732,1,0,0,0,0
11,0.44,429,B,309063,0.0010978465318030018,1,0,0,0,0
12,0.48,2240,P,305780,0.005732345527362993,1,0,0,0,0
13,0.52,371,B,311902,0.0009494197279694957,1,0,0,0,0
14,0.56,607,B,311295,0.0015533632746023826,1,0,0,0,0
15,0.6,363,B,312273,0.0009289470653717708,1,0,0,0,0
16,0.64,1803,P,309492,0.0046140263329622665,1,0,0,0,0
17,0.68,303,B,314774,0.0007754020958888335,1,0,0,0,0
18,0.72,547,B,314227,0.0013998183051194453,1,0,0,0,0
19,0.76,305,B,315077,0.0007805202615382647,1,0,0,0,0
20,0.8,1591,P,312636,0.004071500774122555,1,0,0,0,0
21,0.84,332,B,317267,0.0008496154978055864,1,0,0,0,0
22,0.88,547,B,316720,0.0013998183051194453,1,0,0,0,0
23,0.92,339,B,317599,0.0008675290775785958,1,0,0,0,0
24,0.96,1338,P,315382,0.003424052819469502,1,0,0,0,0
25,1.0,333,B,319786,0.0008521745806303021,1,0,0,0,0
26,1.04,532,B,319254,0.0013614320627487108,1,0,0,0,0
27,1.08,295,B,320119,0.0007549294332911085,1,0,0,0,0
28,1.12,1316,P,317938,0.0033677529973257583,1,0,0,0,0
29,1.16,271,B,507209,0.0006935114454979335,1,0,0,0,0
30,1.2,866,B,506343,0.0022161657262037286,1,0,0,0,0
31,1.24,218,B,507480,0.0005578800557880056,1,0,0,0,0
32,1.28,185929,P,320414,0.47580771051655085,1,0,0,0,0
33,1.32,639,B,514336,0.0016352539249932824,1,0,0,0,0
34,1.36,902,B,513434,0.0023082927078934908,1,0,0,0,0
35,1.4,496,B,514975,0.0012693050810589485,1,0,0,0,0
36,1.44,5736,P,507698,0.014678899082568808,1,0,0,0,0
37,1.48,483,B,520061,0.0012360370043376454,1,0,0,0,0
38,1.52,726,B,519335,0.0018578941307435416,1,0,0,0,0
39,1.56,463,B,520544,0.001184855347843333,1,0,0,0,0
40,1.6,3864,P,515471,0.009888296034701163,1,0,0,0,0
41,1.64,429,B,524270,0.0010978465318030018,1,0,0,0,0
42,1.68,646,B,523624,0.0016531675047662918,1,0,0,0,0
43,1.72,399,B,524699,0.0010210740470615331,1,0,0,0,0
44,1.76,2617,P,521007,0.0066971197522807824,1,0,0,0,0
45,1.8,380,B,527990,0.0009724514733919364,1,0,0,0,0
46,1.84,586,B,527404,0.0014996225352833545,1,0,0,0,0
47,1.88,364,B,528370,0.0009315061481964864,1,0,0,0,0
48,1.92,2306,P,525098,0.005901244993794224,1,0,0,0,0
49,1.96,382,B,531448,0.0009775696390413675,1,0,0,0,0
50,2.0,610,B,530838,0.0015610405230765294,1,0,0,0,0
51,2.04,334,B,531830,0.0008547336634550177,1,0,0,0,0
52,2.08,2104,P,528734,0.005384310263201669,1,0,0,0,0
53,2.12,307,B,534458,0.0007856384271876959,1,0,0,0,0
54,2.16,568,B,533890,0.0014535590444384732,1,0,0,0,0
55,2.2,302,B,534765,0.0007728430130641178,1,0,0,0,0
56,2.24,1726,P,532164,0.004416976955459164,1,0,0,0,0
57,2.28,292,B,537430,0.0007472521848169615,1,0,0,0,0
58,2.32,496,B,536934,0.0012693050810589485,1,0,0,0,0
59,2.36,362,B,537722,0.0009263879825470551,1,0,0,0,0
60,2.4,1867,P,535067,0.004777807633744066,1,0,0,0,0
61,2.44,317,B,719691,0.0008112292554348521,1,0,0,0,0
62,2.48,938,B,718753,0.0024004196895832533,1,0,0,0,0
63,2.52,309,B,720008,0.0007907565928371271,1,0,0,0,0
64,2.56,180669,P,538084,0.4623469348585467,1,0,0,0,0
65,2.6,729,B,727564,0.0018655713792176884,1,0,0,0,0
66,2.64,935,B,726629,0.0023927424411091065,1,0,0,0,0
67,2.68,704,B,728293,0.0018015943085997977,1,0,0,0,0
68,2.72,6312,P,720317,0.016152930789605006,1,0,0,0,0
69,2.76,561,B,734749,0.0014356454646654638,1,0,0,0,0
70,2.8,924,B,733825,0.0023645925300372346,1,0,0,0,0
71,2.84,584,B,735310,0.001494504369633923,1,0,0,0,0
72,2.88,4828,P,728997,0.012355251877727022,1,0,0,0,0
73,2.92,676,B,741863,0.0017299399895077605,1,0,0,0,0
74,2.96,966,B,740897,0.002472074008675291,1,0,0,0,0
75,3.0,540,B,742539,0.001381904725346436,1,0,0,0,0
76,3.04,5003,P,735894,0.012803091372052256,1,0,0,0,0
77,3.08,551,B,747456,0.0014100546364183076,1,0,0,0,0
78,3.12,790,B,746666,0.002021675431525341,1,0,0,0,0
79,3.16,558,B,748007,0.001427968216191317,1,0,0,0,0
80,3.2,3587,P,743079,0.009179430092254935,1,0,0,0,0
81,3.24,432,B,751856,0.0011055237802771486,1,0,0,0,0
82,3.28,637,B,751219,0.0016301357593438513,1,0,0,0,0
83,3.32,388,B,752288,0.0009929241359896612,1,0,0,0,0
84,3.36,2654,P,748565,0.0067918058167952605,1,0,0,0,0
85,3.4,312,B,755155,0.000798433841311274,1,0,0,0,0
86,3.44,542,B,754613,0.001387022890995867,1,0,0,0,0
87,3.48,343,B,755467,0.0008777654088774583,1,0,0,0,0
88,3.52,1937,P,752676,0.0049569434314741595,1,0,0,0,0
89,3.56,376,B,758271,0.0009622151420930738,1,0,0,0,0
90,3.6,577,B,757694,0.001476590789860914,1,0,0,0,0
91,3.64,387,B,758647,0.0009903650531649457,1,0,0,0,0
92,3.68,1884,P,755810,0.004821312041764231,1,0,0,0,0
93,3.72,325,B,942009,0.0008317019180325772,1,0,0,0,0
94,3.76,1183,B,940826,0.003027394981638581,1,0,0,0,0
95,3.8,501,B,942334,0.0012821004951825265,1,0,0,0,0
96,3.84,181792,P,759034,0.46522078487070234,1,0,0,0,0
97,3.88,575,B,949248,0.0014714726242114826,1,0,0,0,0
98,3.92,825,B,948423,0.0021112433303903883,1,0,0,0,0
99,3.96,441,B,949823,0.0011285555256995892,1,0,0,0,0
100,4.0,5588,P,942835,0.014300154824510896,1,0,0,0,0
101,4.04,452,B,955140,0.001156705436771461,1,0,0,0,0
102,4.08,801,B,954339,0.002049825342597213,1,0,0,0,0
103,4.12,527,B,955592,0.0013486366486251328,1,0,0,0,0
104,4.16,4075,P,950264,0.01042826251071616,1,0,0,0,0
105,4.2,558,B,961024,0.001427968216191317,1,0,0,0,0
106,4.24,984,B,960040,0.002518137499520172,1,0,0,0,0
107,4.28,753,B,961582,0.0019269893670108634,1,0,0,0,0
108,4.32,3921,P,956119,0.010034163755709953,1,0,0,0,0
109,4.36,730,B,967629,0.001868130462042404,1,0,0,0,0
110,4.4,1246,B,966383,0.003188617199595665,1,0,0,0,0
111,4.44,739,B,968359,0.0018911622074648446,1,0,0,0,0
112,4.48,4048,P,962335,0.010359167274448838,1,0,0,0,0
113,4.52,719,B,974009,0.0018399805509705322,1,0,0,0,0
114,4.56,1236,B,972773,0.0031630263713485086,1,0,0,0,0
115,4.6,678,B,974728,0.0017350581551571916,1,0,0,0,0
116,4.64,3675,P,969098,0.00940462938082991,1,0,0,0,0
117,4.68,789,B,980325,0.0020191163487006257,1,0,0,0,0
118,4.72,1475,B,978850,0.0037746471664555424,1,0,0,0,0
119,4.76,714,B,981114,0.001827185136846954,1,0,0,0,0
120,4.8,3444,P,975406,0.008813481248320602,1,0,0,0,0
121,4.84,1042,B,987675,0.002666564303353678,1,0,0,0,0
122,4.88,5847,P,981828,0.014962957276112241,1,0,0,0,0
123,4.92,1367,B,998912,0.003498266221386255,1,0,0,0,0
124,4.96,2234,B,996678,0.0057169910304147,1,0,0,0,0
125,5.0,1426,B,1000279,0.003649252108044477,1,0,0,0,0
126,5.04,7961,P,988717,0.020372858367561066,1,0,0,0,0
127,5.08,1334,B,1198674,0.00341381648817064,1,0,0,0,0
128,5.12,2045,B,1196629,0.005233324376543447,1,0,0,0,0
129,5.16,685,B,1200008,0.001752971734930201,1,0,0,0,0
130,5.2,194924,P,1001705,0.4988266605248679,1,0,0,0,0
131,5.24,1418,B,1238437,0.003628779445446752,1,0,0,0,0
132,5.28,2952,B,1235485,0.007554412498560516,1,0,0,0,0
133,5.32,2294,B,1239855,0.0058705359998976366,1,0,0,0,0
134,5.36,34792,P,1200693,0.08903560963750592,1,0,0,0,0
135,5.4,2612,B,1278458,0.006684324338157205,1,0,0,0,0
136,5.44,2968,B,1275490,0.007595357823755966,1,0,0,0,0
137,5.48,1284,B,1281070,0.0032858623469348585,1,0,0,0,0
138,5.52,33341,P,1242149,0.08532238045884355,1,0,0,0,0
139,5.56,933,B,1291128,0.002387624275459675,1,0,0,0,0
140,5.6,1665,B,1289463,0.004260872903151511,1,0,0,0,0
141,5.64,823,B,1292061,0.002106125164740957,1,0,0,0,0
142,5.68,7109,P,1282354,0.018192519800903355,1,0,0,0,0
143,5.72,837,B,1299803,0.0021419523242869757,1,0,0,0,0
144,5.76,1415,B,1298388,0.003621102196972605,1,0,0,0,0
145,5.8,785,B,1300640,0.0020088800174017634,1,0,0,0,0
146,5.84,5504,P,1292884,0.014085191867234783,1,0,0,0,0
147,5.88,887,B,1308892,0.0022699064655227565,1,0,0,0,0
148,5.92,1673,B,1307219,0.004281345565749235,1,0,0,0,0
149,5.96,964,B,1309779,0.0024669558430258595,1,0,0,0,0
150,6.0,5794,P,1301425,0.014827325886402313,1,0,0,0,0
151,6.04,1065,B,1319339,0.002725423208322137,1,0,0,0,0
152,6.08,2028,B,1317311,0.005189819968523282,1,0,0,0,0
153,6.12,1080,B,1320404,0.002763809450692872,1,0,0,0,0
154,6.16,6568,P,1310743,0.016808055992732204,1,0,0,0,0
155,6.2,1089,B,1330118,0.0027868411961153123,1,0,0,0,0
156,6.24,2023,B,1328095,0.005177024554399703,1,0,0,0,0
157,6.28,1060,B,1331207,0.0027126277941985594,1,0,0,0,0
158,6.32,6611,P,1321484,0.016918096554194975,1,0,0,0,0
159,6.36,1387,B,1555865,0.0035494478778805676,1,0,0,0,0
160,6.4,1934,B,1553931,0.004949266183000013,1,0,0,0,0
161,6.44,830,B,1557252,0.002124038744513966,1,0,0,0,0
162,6.48,221664,P,1332267,0.5672565352577636,1,0,0,0,0
163,6.52,1091,B,1569990,0.0027919593617647437,1,0,0,0,0
164,6.56,1829,B,1568161,0.004680562486404872,1,0,0,0,0
165,6.6,934,B,1571081,0.002390183358284391,1,0,0,0,0
166,6.64,10079,P,1558082,0.025792995790308755,1,0,0,0,0
167,6.68,931,B,1579354,0.002382506109810244,1,0,0,0,0
168,6.72,1411,B,1577943,0.0036108658656737423,1,0,0,0,0
169,6.76,732,B,1580285,0.0018732486276918352,1,0,0,0,0
170,6.8,5928,P,1572015,0.015170242984914206,1,0,0,0,0
171,6.84,630,B,1587057,0.0016122221795708419,1,0,0,0,0
172,6.88,1225,B,1585832,0.0031348764602766367,1,0,0,0,0
173,6.92,757,B,1587687,0.001937225698309726,1,0,0,0,0
174,6.96,4815,P,1581017,0.01232198380100572,1,0,0,0,0
175,7.0,786,B,1595573,0.002011439100226479,1,0,0,0,0
176,7.04,1510,B,1594063,0.003864215065320589,1,0,0,0,0
177,7.08,863,B,1596359,0.002208488477729582,1,0,0,0,0
178,7.12,5619,P,1588444,0.01437948639207708,1,0,0,0,0
179,7.16,787,B,1604548,0.0020139981830511943,1,0,0,0,0
180,7.2,1515,B,1603033,0.0038770104794441673,1,0,0,0,0
181,7.24,688,B,1605335,0.0017606489834043478,1,0,0,0,0
182,7.28,5811,P,1597222,0.01487083029442248,1,0,0,0,0
183,7.32,601,B,1612535,0.0015380087776540887,1,0,0,0,0
184,7.36,1259,B,1611276,0.003221885276316968,1,0,0,0,0
185,7.4,723,B,1613136,0.0018502168822693947,1,0,0,0,0
186,7.44,5253,P,1606023,0.013442862078231163,1,0,0,0,0
187,7.48,686,B,1619859,0.0017555308177549167,1,0,0,0,0
188,7.52,1396,B,1618463,0.003572479623303008,1,0,0,0,0
189,7.56,730,B,1620545,0.001868130462042404,1,0,0,0,0
190,7.6,4604,P,1613859,0.011782017324990724,1,0,0,0,0
191,7.64,933,B,1810521,0.002387624275459675,1,0,0,0,0
192,7.68,1176,B,1809345,0.0030094814018655713,1,0,0,0,0
193,7.72,489,B,1811454,0.0012513915012859391,1,0,0,0,0
194,7.76,188070,P,1621275,0.481286706844267,1,0,0,0,0
195,7.8,823,B,1821354,0.002106125164740957,1,0,0,0,0
196,7.84,1205,B,1820149,0.0030836948037823242,1,0,0,0,0
197,7.88,662,B,1822177,0.0016941128299617417,1,0,0,0,0
198,7.92,8206,P,1811943,0.020999833659616392,1,0,0,0,0
199,7.96,536,B,1828903,0.0013716683940475734,1,0,0,0,0
200,8.0,918,B,1827985,0.002349238033088941,1,0,0,0,0
201,8.04,484,B,1829439,0.001238596087162361,1,0,0,0,0
202,8.08,5146,P,1822839,0.01316904021598659,1,0,0,0,0
203,8.12,499,B,1834837,0.0012769823295330953,1,0,0,0,0
204,8.16,872,B,1833965,0.0022315202231520223,1,0,0,0,0
205,8.2,476,B,1835336,0.001218123424564636,1,0,0,0,0
206,8.24,4042,P,1829923,0.010343812777500544,1,0,0,0,0
207,8.28,498,B,1840131,0.0012744232467083796,1,0,0,0,0
208,8.32,821,B,1839310,0.0021010069990915255,1,0,0,0,0
209,8.36,480,B,1840629,0.0012283597558634986,1,0,0,0,0
210,8.4,3498,P,1835812,0.008951671720855245,1,0,0,0,0
211,8.44,463,B,1845385,0.001184855347843333,1,0,0,0,0
212,8.48,968,B,1844417,0.002477192174324722,1,0,0,0,0
213,8.52,495,B,1845848,0.0012667459982342328,1,0,0,0,0
214,8.56,3308,P,1841109,0.008465445984159277,1,0,0,0,0
215,8.6,486,B,1850278,0.0012437142528117923,1,0,0,0,0
216,8.64,956,B,1849322,0.0024464831804281344,1,0,0,0,0
217,8.68,534,B,1850764,0.0013665502283981422,1,0,0,0,0
218,8.72,2979,P,1846343,0.007623507734827837,1,0,0,0,0
219,8.76,551,B,1855261,0.0014100546364183076,1,0,0,0,0
220,8.8,1013,B,1854248,0.002592350901436925,1,0,0,0,0
221,8.84,510,B,1855812,0.0013051322406049672,1,0,0,0,0
222,8.88,2950,P,1851298,0.007549294332911085,1,0,0,0,0
223,8.92,733,B,2039849,0.001875807710516551,1,0,0,0,0
224,8.96,1108,B,2038741,0.0028354637697849093,1,0,0,0,0
225,9.0,477,B,2040582,0.0012206825073893517,1,0,0,0,0
226,9.04,182419,P,1856322,0.466825329801799,1,0,0,0,0
227,9.08,791,B,2050648,0.002024234514350057,1,0,0,0,0
228,9.12,1261,B,2049387,0.0032270034419663992,1,0,0,0,0
229,9.16,662,B,2051439,0.0016941128299617417,1,0,0,0,0
230,9.2,8328,P,2041059,0.0213120417642317,1,0,0,0,0
231,9.24,588,B,2058704,0.0015047407009327856,1,0,0,0,0
232,9.28,1127,B,2057577,0.002884086343454506,1,0,0,0,0
233,9.32,634,B,2059292,0.0016224585108697042,1,0,0,0,0
234,9.36,5476,P,2052101,0.014013537548142746,1,0,0,0,0
235,9.4,541,B,2065565,0.0013844638081711514,1,0,0,0,0
236,9.44,976,B,2064589,0.002497664836922447,1,0,0,0,0
237,9.48,520,B,2066106,0.0013307230688521235,1,0,0,0,0
238,9.52,4663,P,2059926,0.011933003211648944,1,0,0,0,0
239,9.56,432,B,2070672,0.0011055237802771486,1,0,0,0,0
240,9.6,779,B,2069893,0.0019935255204534693,1,0,0,0,0
241,9.64,420,B,2071104,0.0010748147863805613,1,0,0,0,0
242,9.68,3267,P,2066626,0.008360523588345936,1,0,0,0,0
243,9.72,390,B,2074756,0.0009980423016390926,1,0,0,0,0
244,9.76,720,B,2074036,0.0018425396337952479,1,0,0,0,0
245,9.8,359,B,2075146,0.0009187107340729082,1,0,0,0,0
246,9.84,2512,P,2071524,0.006428416055685642,1,0,0,0,0
247,9.88,470,B,2076157,0.0012027689276163424,1,0,0,0,0
248,9.92,348,B,2076627,0.0008905608230010364,1,0,0,0,0
249,9.96,652,P,2075505,0.0016685220017145855,1,0,0,0,0
250,10.0,340260,I,2076975,0.8707535219377375,1,0,0,0,0
251,10.04,432,B,2420021,0.0011055237802771486,1,0,0,0,0
252,10.08,683,B,2419338,0.0017478535692807698,1,0,0,0,0
253,10.12,392,B,2420453,0.0010031604672885238,1,0,0,0,0
254,10.16,2103,P,2417235,0.005381751180376953,1,0,0,0,0
255,10.2,743,B,2603651,0.0019013985387637071,1,0,0,0,0
256,10.24,712,B,2602939,0.0018220669711975228,1,0,0,0,0
257,10.28,316,B,2604394,0.0008086701726101365,1,0,0,0,0
258,10.32,182094,P,2420845,0.46599362788376647,1,0,0,0,0
259,10.36,798,B,2613655,0.0020421480941230663,1,0,0,0,0
260,10.4,1403,B,2612252,0.0035903932030760177,1,0,0,0,0
261,10.44,909,B,2614453,0.0023262062876665004,1,0,0,0,0
262,10.48,7542,P,2604710,0.01930060266400522,1,0,0,0,0
263,10.52,933,B,2623257,0.002387624275459675,1,0,0,0,0
264,10.56,1593,B,2621664,0.004076618939771986,1,0,0,0,0
265,10.6,933,B,2624190,0.002387624275459675,1,0,0,0,0
266,10.64,6302,P,2615362,0.01612733996135785,1,0,0,0,0
