,time_pos,pkt_size,type,byte_pos,size,is_normal,has_move,has_blur,has_block,has_overexposure
0,0.0,287219,I,0,0.7996787018888097,1,0,0,0,0
1,0.04,1781,B,296893,0.004958682287954383,1,0,0,0,0
2,0.08,2312,B,294581,0.006437099073414112,1,0,0,0,0
3,0.12,1344,B,298674,0.0037419814682822525,1,0,0,0,0
4,0.16,7362,P,287219,0.020497371703492515,1,0,0,0,0
5,0.2,1110,B,306850,0.0030904757662152532,1,0,0,0,0
6,0.24,1863,B,304987,0.0051869877049180325,1,0,0,0,0
7,0.28,1141,B,307960,0.0031767863506771206,1,0,0,0,0
8,0.32,4969,P,300018,0.01383475142551675,1,0,0,0,0
9,0.36,1153,B,315614,0.0032101968995010693,1,0,0,0,0
10,0.4,1627,B,313987,0.004529913578047042,1,0,0,0,0
11,0.44,784,B,316767,0.002182822523164647,1,0,0,0,0
12,0.48,4886,P,309101,0.013603661796151105,1,0,0,0,0
13,0.52,941,B,324085,0.0026199438702779756,1,0,0,0,0
14,0.56,1538,B,322547,0.004282118674269423,1,0,0,0,0
15,0.6,979,B,325026,0.0027257439415538133,1,0,0,0,0
16,0.64,4996,P,317551,0.013909925160370634,1,0,0,0,0
17,0.68,858,B,331562,0.0023888542409123306,1,0,0,0,0
18,0.72,1291,B,330271,0.003594418210976479,1,0,0,0,0
19,0.76,671,B,332420,0.0018682065217391305,1,0,0,0,0
20,0.8,4266,P,326005,0.011877450106913757,1,0,0,0,0
21,0.84,626,B,338102,0.0017429169636493228,1,0,0,0,0
22,0.88,1459,B,336643,0.00406216589451176,1,0,0,0,0
23,0.92,898,B,338728,0.00250022273699216,1,0,0,0,0
24,0.96,3552,P,333091,0.009889522451888809,1,0,0,0,0
25,1.0,1195,B,348672,0.0033271338203848897,1,0,0,0,0
26,1.04,2165,B,346507,0.006027819850320741,1,0,0,0,0
27,1.08,1303,B,349867,0.0036278287598004275,1,0,0,0,0
28,1.12,6881,P,339626,0.019158165538132575,1,0,0,0,0
29,1.16,1234,B,536803,0.0034357181040627228,1,0,0,0,0
