,time_pos,pkt_size,type,byte_pos,size,is_normal,has_move,has_blur,has_block,has_overexposure
0,0.0,64295,I,0,0.6838947805090785,1,0,0,0,0
1,0.04,583,B,69638,0.006201270037122526,1,0,0,0,0
2,0.08,5343,P,64295,0.05683256570899769,1,0,0,0,0
3,0.12,595,B,77592,0.006328911958984396,1,0,0,0,0
4,0.16,909,B,76683,0.009668875581036665,1,0,0,0,0
5,0.2,400,B,78187,0.004254730728729006,1,0,0,0,0
6,0.24,6462,P,70221,0.06873517492261709,1,0,0,0,0
7,0.28,2883,P,78587,0.030665971727314306,1,0,0,0,0
8,0.32,2633,P,81470,0.028006765021858678,1,0,0,0,0
9,0.36,521,B,99730,0.00554178677416953,1,0,0,0,0
10,0.4,891,B,98839,0.00947741269824386,1,0,0,0,0
11,0.44,509,B,100251,0.005414144852307659,1,0,0,0,0
12,0.48,14736,P,84103,0.15674428004637656,1,0,0,0,0
13,0.52,4149,P,100760,0.04413219448374161,1,0,0,0,0
14,0.56,392,B,109198,0.0041696361141544255,1,0,0,0,0
15,0.6,4289,P,104909,0.045621350238796765,1,0,0,0,0
16,0.64,2992,P,109590,0.031825385850892965,1,0,0,0,0
17,0.68,417,B,118697,0.004435556784699988,1,0,0,0,0
18,0.72,910,B,117787,0.009679512407858488,1,0,0,0,0
19,0.76,575,B,119114,0.006116175422547945,1,0,0,0,0
20,0.8,5205,P,112582,0.05536468360758619,1,0,0,0,0
21,0.84,1071,B,127334,0.011392041526171912,1,0,0,0,0
22,0.88,1663,B,125671,0.01768904300469084,1,0,0,0,0
23,0.92,764,B,128405,0.0081265356918724,1,0,0,0,0
24,0.96,5982,P,119689,0.06362949804814227,1,0,0,0,0
25,1.0,824,B,143938,0.008764745301181752,1,0,0,0,0
26,1.04,1511,B,142427,0.016072245327773817,1,0,0,0,0
27,1.08,823,B,144762,0.008754108474359928,1,0,0,0,0
28,1.12,13258,P,129169,0.1410230500037229,1,0,0,0,0
29,1.16,1048,B,152698,0.011147394509269994,1,0,0,0,0
30,1.2,734,B,153746,0.007807430887217725,1,0,0,0,0
31,1.24,7113,P,145585,0.07565974918362355,1,0,0,0,0
32,1.28,621,B,161319,0.006605469456351781,1,0,0,0,0
33,1.32,1077,B,160242,0.011455862487102848,1,0,0,0,0
34,1.36,476,B,161940,0.005063129567187517,1,0,0,0,0
35,1.4,5762,P,154480,0.06128939614734132,1,0,0,0,0
36,1.44,539,B,168238,0.005733249656962335,1,0,0,0,0
37,1.48,984,B,167254,0.010466637592673354,1,0,0,0,0
38,1.52,508,B,168777,0.005403508025485837,1,0,0,0,0
