,time_pos,pkt_size,type,byte_pos,size,is_normal,has_move,has_blur,has_block,has_overexposure
0,0.0,480035,I,0,0.8355642432428669,1,0,0,0,0
1,0.04,867,B,636064,0.0015091278737832982,1,0,0,0,0
2,0.08,156029,P,480035,0.2715890576915043,1,0,0,0,0
3,0.12,9076,P,636931,0.015797975296951806,1,0,0,0,0
4,0.16,5981,P,646007,0.010410719507610043,1,0,0,0,0
5,0.2,5318,P,651988,0.009256680545305167,1,0,0,0,0
6,0.24,5336,P,657306,0.009288011919847381,1,0,0,0,0
7,0.28,5469,P,662642,0.009519515965075961,1,0,0,0,0
8,0.32,5571,P,668111,0.009697060420815173,1,0,0,0,0
9,0.36,5575,P,673682,0.009704022948491221,1,0,0,0,0
10,0.4,5538,P,679257,0.009639619567487781,1,0,0,0,0
11,0.44,5494,P,684795,0.009563031763051259,1,0,0,0,0
12,0.48,5426,P,690289,0.009444668792558451,1,0,0,0,0
13,0.52,5521,P,695715,0.009610028824864579,1,0,0,0,0
14,0.56,5602,P,701236,0.009751020010304541,1,0,0,0,0
15,0.6,5435,P,706838,0.009460334479829557,1,0,0,0,0
16,0.64,5467,P,712273,0.009516034701237937,1,0,0,0,0
17,0.68,5653,P,717740,0.009839792238174147,1,0,0,0,0
18,0.72,5518,P,723393,0.009604806929107543,1,0,0,0,0
19,0.76,5495,P,728911,0.00956477239497027,1,0,0,0,0
20,0.8,5504,P,734406,0.009580438082241377,1,0,0,0,0
21,0.84,5340,P,739910,0.009294974447523429,1,0,0,0,0
22,0.88,5652,P,745250,0.009838051606255135,1,0,0,0,0
23,0.92,5688,P,750902,0.009900714355339563,1,0,0,0,0
24,0.96,5554,P,756590,0.009667469678191971,1,0,0,0,0
25,1.0,5346,P,762144,0.009305418239037501,1,0,0,0,0
26,1.04,5582,P,767490,0.009716207371924303,1,0,0,0,0
27,1.08,5510,P,773072,0.009590881873755449,1,0,0,0,0
28,1.12,5119,P,778582,0.008910294793421803,1,0,0,0,0
29,1.16,5206,P,783701,0.009061729770375837,1,0,0,0,0
30,1.2,5120,P,788907,0.008912035425340815,1,0,0,0,0
31,1.24,5475,P,794027,0.009529959756590033,1,0,0,0,0
32,1.28,5457,P,799502,0.009498628382047819,1,0,0,0,0
33,1.32,5475,P,804959,0.009529959756590033,1,0,0,0,0
34,1.36,5610,P,810434,0.009764945065656635,1,0,0,0,0
35,1.4,5543,P,816044,0.009648322727082841,1,0,0,0,0
36,1.44,5339,P,821587,0.009293233815604417,1,0,0,0,0
37,1.48,5650,P,826926,0.009834570342417111,1,0,0,0,0
38,1.52,5559,P,832576,0.009676172837787031,1,0,0,0,0
39,1.56,5655,P,838135,0.009843273502012171,1,0,0,0,0
40,1.6,5678,P,843790,0.009883308036149443,1,0,0,0,0
41,1.64,5940,P,849468,0.010339353598930555,1,0,0,0,0
42,1.68,5868,P,855408,0.010214028100761701,1,0,0,0,0
43,1.72,5890,P,861276,0.010252322002979961,1,0,0,0,0
44,1.76,5985,P,867166,0.010417682035286091,1,0,0,0,0
45,1.8,6024,P,873151,0.010485566680127553,1,0,0,0,0
46,1.84,5793,P,879175,0.01008348070683581,1,0,0,0,0
47,1.88,5787,P,884968,0.010073036915321739,1,0,0,0,0
48,1.92,5929,P,890755,0.010320206647821425,1,0,0,0,0
49,1.96,5684,P,896684,0.009893751827663515,1,0,0,0,0
50,2.0,5868,P,902368,0.010214028100761701,1,0,0,0,0
51,2.04,1027,B,1147563,0.0017876289808251987,1,0,0,0,0
52,2.08,3568,B,1143995,0.006210574687034381,1,0,0,0,0
53,2.12,802,B,1148590,0.0013959867990475262,1,0,0,0,0
54,2.16,235759,P,908236,0.41036964059432135,1,0,0,0,0
55,2.2,11615,P,1149392,0.020217439739322964,1,0,0,0,0
56,2.24,7755,P,1161007,0.013498600531937114,1,0,0,0,0
57,2.28,7055,P,1168762,0.0122801581886288,1,0,0,0,0
58,2.32,7153,P,1175817,0.012450740116691963,1,0,0,0,0
59,2.36,6755,P,1182970,0.011757968612925237,1,0,0,0,0
60,2.4,7000,P,1189725,0.012184423433083147,1,0,0,0,0
61,2.44,6779,P,1196725,0.011799743778981521,1,0,0,0,0
62,2.48,6954,P,1203504,0.0121043543648086,1,0,0,0,0
63,2.52,6690,P,1210458,0.011644827538189463,1,0,0,0,0
64,2.56,6542,P,1217148,0.011387214014175707,1,0,0,0,0
65,2.6,6714,P,1223690,0.01168660270424575,1,0,0,0,0
66,2.64,6695,P,1230404,0.011653530697784523,1,0,0,0,0
67,2.68,6473,P,1237099,0.011267110411763887,1,0,0,0,0
68,2.72,6549,P,1243572,0.01139939843760879,1,0,0,0,0
69,2.76,6516,P,1250121,0.011341957584281397,1,0,0,0,0
70,2.8,1499,B,1267078,0.0026092072465988053,1,0,0,0,0
71,2.84,10441,P,1256637,0.01817393786640302,1,0,0,0,0
72,2.88,6924,P,1268577,0.012052135407238243,1,0,0,0,0
73,2.92,6951,P,1275501,0.012099132469051565,1,0,0,0,0
74,2.96,7130,P,1282452,0.012410705582554691,1,0,0,0,0
75,3.0,7390,P,1289582,0.01286326988149778,1,0,0,0,0
76,3.04,7553,P,1296972,0.013146992884296715,1,0,0,0,0
77,3.08,1975,B,1316157,0.0034377480400484594,1,0,0,0,0
78,3.12,11632,P,1304525,0.020247030481946166,1,0,0,0,0
79,3.16,7625,P,1318132,0.01327231838246557,1,0,0,0,0
80,3.2,7603,P,1325757,0.01323402448024731,1,0,0,0,0
81,3.24,7491,P,1333360,0.01303907370531798,1,0,0,0,0
82,3.28,7613,P,1340851,0.013251430799437428,1,0,0,0,0
83,3.32,7756,P,1348464,0.013500341163856126,1,0,0,0,0
84,3.36,7643,P,1356220,0.013303649757007784,1,0,0,0,0
85,3.4,8171,P,1363863,0.014222703410246056,1,0,0,0,0
86,3.44,2584,B,1384889,0.0044977928787266926,1,0,0,0,0
87,3.48,12855,P,1372034,0.022375823318897693,1,0,0,0,0
88,3.52,8787,P,1387473,0.015294932672357372,1,0,0,0,0
89,3.56,2959,B,1409669,0.0051505298483561475,1,0,0,0,0
90,3.6,13409,P,1396260,0.023340133402030273,1,0,0,0,0
91,3.64,4378,B,1430935,0.007620486541434002,1,0,0,0,0
92,3.68,3770,B,1435313,0.006562182334674781,1,0,0,0,0
93,3.72,18307,P,1412628,0.03186574854135045,1,0,0,0,0
94,3.76,11001,P,1439083,0.019148691741049672,1,0,0,0,0
95,3.8,4612,B,1482320,0.008027794410482781,1,0,0,0,0
96,3.84,8059,B,1474261,0.014027752635316726,1,0,0,0,0
97,3.88,5251,B,1486932,0.009140058206731371,1,0,0,0,0
98,3.92,24177,P,1450084,0.042083257905950175,1,0,0,0,0
99,3.96,6037,B,1748436,0.010508194895074707,1,0,0,0,0
100,4.0,10775,B,1737661,0.018755308927352988,1,0,0,0,0
101,4.04,6565,B,1754473,0.01142724854831298,1,0,0,0,0
102,4.08,245478,P,1492183,0.4272868422151978,1,0,0,0,0
103,4.12,6402,B,1797491,0.011143525545514043,1,0,0,0,0
104,4.16,9939,B,1787552,0.017300140643059056,1,0,0,0,0
105,4.2,6370,B,1803893,0.011087825324105663,1,0,0,0,0
106,4.24,26514,P,1761038,0.04615111470068094,1,0,0,0,0
107,4.28,6703,B,1849725,0.01166745575313662,1,0,0,0,0
108,4.32,10941,B,1838784,0.019044253825908956,1,0,0,0,0
109,4.36,7260,B,1856428,0.012636987732026235,1,0,0,0,0
110,4.4,28521,P,1810263,0.049644562962137775,1,0,0,0,0
111,4.44,7210,B,1903965,0.012549956136075641,1,0,0,0,0
112,4.48,11067,B,1892898,0.019263573447704456,1,0,0,0,0
113,4.52,7447,B,1911175,0.012962485900881456,1,0,0,0,0
114,4.56,29210,P,1863688,0.05084385835433696,1,0,0,0,0
115,4.6,7371,B,1956329,0.012830197875036553,1,0,0,0,0
116,4.64,10794,B,1945535,0.01878838093381421,1,0,0,0,0
117,4.68,6729,B,1963700,0.011712712183030927,1,0,0,0,0
