frame,time,blurriness,lighting_change,block,movement,normal,has_blur,has_move,has_overexposure,has_block
1,0.0400021250597673,9687.042857822114,405,0.972235725308642,0.0038608009561849,1,0,0,0,0
2,0.0800042501195346,9695.309248303838,458,0.972247299382716,0.0040776522028564,1,0,0,0,0
3,0.1200063751793019,9696.153550558209,433,0.9722125771604938,0.0027071002783829,1,0,0,0,0
4,0.1600085002390692,9695.868955346752,483,0.9723128858024692,0.0028568975429678,1,0,0,0,0
5,0.2000106252988365,9698.894033316536,482,0.9723051697530865,0.0027672552045509,1,0,0,0,0
6,0.2400127503586038,9695.458238652032,524,0.9723167438271604,0.0028039442628903,1,0,0,0,0
7,0.2800148754183711,9690.949873545913,594,0.9723341049382715,0.0034815798232873,1,0,0,0,0
8,0.3200170004781384,9693.63190396858,565,0.972403549382716,0.0036963356330186,1,0,0,0,0
9,0.3600191255379057,9699.16474232609,491,0.972457561728395,0.0036341155289276,1,0,0,0,0
10,0.4000212505976731,9714.042689513371,72,0.9724556327160494,0.0019973145122246,1,0,0,0,0
11,0.4400233756574404,9720.851813675625,434,0.9722762345679012,0.0035663353304284,1,0,0,0,0
12,0.4800255007172077,9719.270225872326,767,0.9722550154320988,0.0044909222948438,1,0,0,0,0
13,0.520027625776975,9718.229559317097,521,0.972235725308642,0.0038588870733478,1,0,0,0,0
14,0.5600297508367423,9714.433461085744,421,0.9722858796296296,0.0023943052529653,1,0,0,0,0
15,0.6000318758965096,9716.442602060692,640,0.972283950617284,0.0047460814572742,1,0,0,0,0
16,0.6400340009562769,9706.71265145417,366,0.9723398919753088,0.0021115347373517,1,0,0,0,0
17,0.6800361260160442,9710.711989907675,561,0.9722704475308642,0.0047270334059549,1,0,0,0,0
18,0.7200382510758115,9709.908560937129,351,0.9722974537037036,0.0020024812394093,1,0,0,0,0
19,0.7600403761355788,9713.09497240417,544,0.9722337962962962,0.0049675320745582,1,0,0,0,0
20,0.8000425011953461,9712.4179654546,326,0.9722569444444444,0.002023934882595,1,0,0,0,0
21,0.8400446262551134,9716.656093074607,456,0.972332175925926,0.0044942583514887,1,0,0,0,0
22,0.8800467513148807,9716.539081038469,397,0.9722781635802468,0.003758744855967,1,0,0,0,0
23,0.920048876374648,9727.597072853525,359,0.9722337962962962,0.0035173762406197,1,0,0,0,0
24,0.9600510014344154,9722.678131597397,371,0.9722800925925926,0.0035198801742919,1,0,0,0,0
25,1.0000531264941828,9454.482070280314,2667,0.973125,0.0449270908980876,1,0,0,0,0
26,1.04005525155395,9487.632866274776,261,0.9730266203703704,0.0055790516824013,1,0,0,0,0
27,1.0800573766137174,9588.332667617477,334,0.972644675925926,0.0097013435003631,1,0,0,0,0
28,1.120059501673485,9633.246539191068,329,0.9724363425925926,0.0074078839869281,1,0,0,0,0
29,1.160061626733252,9662.3262634314,294,0.9723746141975308,0.0069624712539336,1,0,0,0,0
30,1.2000637517930193,9690.858781117344,330,0.9722453703703704,0.0064872685185185,1,0,0,0,0
31,1.2400658768527866,9707.106649918182,308,0.9721604938271604,0.0061310820624546,1,0,0,0,0
32,1.280068001912554,9726.799351762174,313,0.9721489197530864,0.0061460375816993,1,0,0,0,0
33,1.3200701269723212,9745.764780623336,326,0.9721238425925924,0.0058291273299443,1,0,0,0,0
34,1.3600722520320885,9761.65588146692,330,0.972253086419753,0.0060789533405954,1,0,0,0,0
35,1.4000743770918558,9768.152297339742,293,0.9720119598765432,0.0060426576494795,1,0,0,0,0
36,1.440076502151623,9782.785986953431,331,0.97210262345679,0.0059875559791817,1,0,0,0,0
37,1.4800786272113904,9818.946940842668,324,0.9721006944444444,0.0110139342774146,1,0,0,0,0
38,1.5200807522711577,9826.968799670862,271,0.9720389660493828,0.00503125,1,0,0,0,0
39,1.560082877330925,9837.720906192784,260,0.9720698302469136,0.005272762345679,1,0,0,0,0
40,1.6000850023906923,9832.57842406118,259,0.9721199845679012,0.0054104786976519,1,0,0,0,0
41,1.6400871274504596,9840.984267797636,282,0.9720659722222222,0.0058012739046235,1,0,0,0,0
42,1.680089252510227,9842.403544759483,270,0.9719579475308642,0.0061354696199467,1,0,0,0,0
43,1.7200913775699942,9847.259907578637,264,0.9720138888888888,0.0059611247276688,1,0,0,0,0
44,1.7600935026297615,9856.19551247562,273,0.972025462962963,0.0055370824255628,1,0,0,0,0
45,1.8000956276895288,9862.283836267008,240,0.9720389660493828,0.0055806175865407,1,0,0,0,0
46,1.840097752749296,9860.856390704645,262,0.9720486111111112,0.0051105815783103,1,0,0,0,0
47,1.8800998778090632,9875.717860905315,318,0.972042824074074,0.0085754432946017,1,0,0,0,0
48,1.9201020028688307,9878.374492476123,286,0.9719907407407408,0.0068422446138949,1,0,0,0,0
49,1.960104127928598,9885.815803980906,269,0.9719753086419752,0.0058879206003389,1,0,0,0,0
50,2.0001062529883655,9680.784049749927,579,0.9724440586419754,0.0376636483297022,1,0,0,0,0
51,2.040108378048133,9711.238918677602,242,0.9723939043209876,0.0045531499636891,1,0,0,0,0
