frame,time,blurriness,lighting_change,block,movement,normal,has_blur,has_move,has_overexposure,has_block
1,0.04,312.9779048407099,24,1.0,0.0047784531590413,1,0,0,0,0
2,0.08,313.5304807070293,28,1.0,0.0039875381263616,1,0,0,0,0
3,0.12,313.5796940725617,26,1.0,0.0035962309368191,1,0,0,0,0
4,0.16,313.89044616000007,27,1.0,0.0031050653594771,1,0,0,0,0
5,0.2,314.5152791476542,23,1.0,0.0031660130718954,1,0,0,0,0
6,0.24,315.30217432869597,12,1.0,0.0030050653594771,1,0,0,0,0
7,0.28,315.4258446184876,32,1.0,0.0027355991285403,1,0,0,0,0
8,0.32,315.492559550733,15,1.0,0.0027714488017429,1,0,0,0,0
9,0.36,316.05170494104163,19,1.0,0.0030344880174291,1,0,0,0,0
10,0.4,316.58915150239966,17,1.0,0.002694477124183,1,0,0,0,0
11,0.44,316.37574972202935,91,1.0,0.0033059259259259,1,0,0,0,0
12,0.48,316.0952054027701,7,1.0,0.002553954248366,1,0,0,0,0
13,0.52,316.6820700513581,10,1.0,0.0021653267973856,1,0,0,0,0
14,0.56,316.87512005135795,10,1.0,0.0022364488017429,1,0,0,0,0
15,0.6,316.7825400764737,2,1.0,0.0021965032679738,1,0,0,0,0
16,0.64,316.81721357184415,4,1.0,0.0020160675381263,1,0,0,0,0
17,0.68,317.19505014765434,0,1.0,0.0023150871459694,1,0,0,0,0
18,0.72,317.4701403209876,0,1.0,0.0021457407407407,1,0,0,0,0
19,0.76,317.4228398871528,6,1.0,0.0020665468409586,1,0,0,0,0
20,0.8,317.5771894598072,2,1.0,0.0017983115468409,1,0,0,0,0
21,0.84,317.9797768024691,0,1.0,0.001993082788671,1,0,0,0,0
22,0.88,317.6984848051775,0,1.0,0.0019257407407407,1,0,0,0,0
23,0.92,317.98167354777,79,1.0,0.0030771895424836,1,0,0,0,0
24,0.96,318.0780705476543,0,1.0,0.0018256862745098,1,0,0,0,0
25,1.0,318.69167260628853,2,1.0,0.0018290631808278,1,0,0,0,0
26,1.04,318.2482182255479,1,1.0,0.0020759477124183,1,0,0,0,0
27,1.08,319.0268768308334,1,1.0,0.0017609259259259,1,0,0,0,0
28,1.12,318.65987733083335,1,1.0,0.0018954575163398,1,0,0,0,0
29,1.16,318.84049399749983,1,1.0,0.0018735729847494,1,0,0,0,0
30,1.2,318.78631005033935,0,1.0,0.0017491830065359,1,0,0,0,0
31,1.24,319.1006984147839,0,1.0,0.0017117211328976,1,0,0,0,0
32,1.28,314.2704831863889,4,1.0,0.0371709477124183,1,0,0,0,0
33,1.32,315.9263535542515,14,1.0,0.0043787363834422,1,0,0,0,0
34,1.36,316.0317977527084,7,1.0,0.0036580501089324,1,0,0,0,0
35,1.4,316.3176041875849,1,1.0,0.0029964488017429,1,0,0,0,0
36,1.44,316.0702519455555,0,1.0,0.0033166993464052,1,0,0,0,0
37,1.48,316.065529807284,3,1.0,0.0030007080610021,1,0,0,0,0
38,1.52,316.4867720435108,2,1.0,0.0027562527233115,1,0,0,0,0
39,1.56,316.74751886111113,0,1.0,0.0022623093681917,1,0,0,0,0
40,1.6,317.5876506833256,5,1.0,0.0023350326797385,1,0,0,0,0
41,1.64,318.3845095066667,4,1.0,0.0021515577342047,1,0,0,0,0
42,1.68,318.35099041351083,6,1.0,0.0020766666666666,1,0,0,0,0
43,1.72,318.7565652663888,12,1.0,0.0028296405228758,1,0,0,0,0
44,1.76,318.8210872844444,1,1.0,0.0018544008714596,1,0,0,0,0
45,1.8,318.8557982222222,5,1.0,0.0023457952069716,1,0,0,0,0
46,1.84,316.28327096283954,20,1.0,0.0038786165577342,1,0,0,0,0
47,1.88,316.3487320614506,6,1.0,0.0024522440087145,1,0,0,0,0
48,1.92,316.4679314043211,20,1.0,0.0024760566448801,1,0,0,0,0
49,1.96,316.63558179848764,13,1.0,0.002119651416122,1,0,0,0,0
50,2.0,316.7772653569135,21,1.0,0.0022295206971677,1,0,0,0,0
51,2.04,317.35282386814043,11,1.0,0.0021138235294117,1,0,0,0,0
52,2.08,317.4390178610417,8,1.0,0.0023114488017429,1,0,0,0,0
53,2.12,317.6065374220988,1,1.0,0.0021770697167755,1,0,0,0,0
54,2.16,317.6441962054861,14,1.0,0.0020414923747276,1,0,0,0,0
55,2.2,317.93440465305554,13,1.0,0.0022994008714596,1,0,0,0,0
56,2.24,318.53171878202926,13,1.0,0.0024511982570806,1,0,0,0,0
57,2.28,318.4802605147839,5,1.0,0.0020725272331154,1,0,0,0,0
58,2.32,318.5028743009182,15,1.0,0.0021589324618736,1,0,0,0,0
59,2.36,318.7264714997223,2,1.0,0.0019871895424836,1,0,0,0,0
60,2.4,318.6204077412885,2,1.0,0.0017083986928104,1,0,0,0,0
61,2.44,318.55407706469134,13,1.0,0.0023810348583877,1,0,0,0,0
62,2.48,318.5423801221529,10,1.0,0.0019971459694989,1,0,0,0,0
63,2.52,318.7074965044368,6,1.0,0.0018155664488017,1,0,0,0,0
64,2.56,312.10459585462183,18,1.0,0.0369955991285403,1,0,0,0,0
65,2.6,313.5528782299306,7,1.0,0.0042040087145969,1,0,0,0,0
66,2.64,313.44880644270836,26,1.0,0.0039057189542483,1,0,0,0,0
67,2.68,314.46831834777004,0,1.0,0.0035148910675381,1,0,0,0,0
68,2.72,315.0011907160416,5,1.0,0.0027283224400871,1,0,0,0,0
69,2.76,315.45018493147387,2,1.0,0.0030616993464052,1,0,0,0,0
70,2.8,315.4869467740664,20,0.9999972222222222,0.003443954248366,1,0,0,0,0
71,2.84,316.2578818395062,1,0.9999944444444444,0.0024455337690631,1,0,0,0,0
72,2.88,316.34721837091814,0,1.0,0.002251165577342,1,0,0,0,0
73,2.92,316.9393683938195,0,1.0,0.0022070697167755,1,0,0,0,0
74,2.96,317.1790688861034,1,1.0,0.0019726470588235,1,0,0,0,0
75,3.0,317.51000488861115,0,1.0,0.0024854793028322,1,0,0,0,0
76,3.04,317.9671048611111,0,1.0,0.0020172549019607,1,0,0,0,0
77,3.08,318.3653771017285,1,1.0,0.0023084204793028,1,0,0,0,0
78,3.12,318.32464353135805,7,1.0,0.0025091721132897,1,0,0,0,0
79,3.16,319.11580742554787,1,1.0,0.0019894444444444,1,0,0,0,0
80,3.2,318.6648598392284,3,1.0,0.0024310130718954,1,0,0,0,0
81,3.24,318.74101545666673,5,1.0,0.0020483224400871,1,0,0,0,0
82,3.28,318.7366292773997,1,1.0,0.0016845642701525,1,0,0,0,0
83,3.32,318.4859375918209,4,1.0,0.0019340958605664,1,0,0,0,0
84,3.36,318.3154298377701,0,1.0,0.0018510566448801,1,0,0,0,0
85,3.4,318.702102344375,0,1.0,0.0024431372549019,1,0,0,0,0
86,3.44,318.70807734802474,7,1.0,0.0022184858387799,1,0,0,0,0
87,3.48,318.4847078925848,2,1.0,0.0020660021786492,1,0,0,0,0
88,3.52,318.78338570647395,4,1.0,0.0019363289760348,1,0,0,0,0
89,3.56,318.90227707404324,5,1.0,0.0020589869281045,1,0,0,0,0
90,3.6,319.28026337128864,5,1.0,0.0022771786492374,1,0,0,0,0
91,3.64,319.45570783159724,8,1.0,0.0019958061002178,1,0,0,0,0
92,3.68,319.36494091073314,3,1.0,0.0018785729847494,1,0,0,0,0
93,3.72,319.91572145172836,68,1.0,0.00313325708061,1,0,0,0,0
94,3.76,319.1736212110801,13,1.0,0.0033174836601307,1,0,0,0,0
95,3.8,318.71852917493067,22,1.0,0.0025846840958605,1,0,0,0,0
96,3.84,313.67079281172846,43,1.0,0.0374647821350762,1,0,0,0,0
97,3.88,314.1038635718441,23,1.0,0.0055993790849673,1,0,0,0,0
98,3.92,314.65317692684414,52,1.0,0.0037513071895424,1,0,0,0,0
99,3.96,314.3000921972144,28,1.0,0.0033928649237472,1,0,0,0,0
100,4.0,314.1178363871528,46,1.0,0.0034364161220043,1,0,0,0,0
101,4.04,314.42725261048616,30,1.0,0.0031604466230936,1,0,0,0,0
102,4.08,314.6406369288194,19,1.0,0.002923605664488,1,0,0,0,0
103,4.12,314.8300265999691,25,1.0,0.0024866448801742,1,0,0,0,0
104,4.16,314.5021084625849,32,1.0,0.0029935185185185,1,0,0,0,0
105,4.2,314.8327335910804,21,1.0,0.0026281263616557,1,0,0,0,0
106,4.24,314.73219642172853,12,1.0,0.0025620261437908,1,0,0,0,0
107,4.28,315.114858094784,9,1.0,0.0026652287581699,1,0,0,0,0
108,4.32,315.3296098516589,18,1.0,0.002595,1,0,0,0,0
109,4.36,315.5314902863889,28,1.0,0.0027938779956427,1,0,0,0,0
